Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1972,Jacob Ramsey,eng ENG,"MF,FW",Aston Villa,eng Premier League,22-251,2001,5.7,148,1036,501,19,11,8,11,12,176,44,Matches
1973,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,24-286,1999,12.4,492,2244,1277,6,11,0,5,0,509,2,Matches
1974,Filippo Ranocchia,it ITA,"MF,DF",Empoli,it Serie A,22-265,2001,5.3,158,899,359,5,4,0,12,8,174,11,Matches
1975,Grant Ranos,am ARM,"FW,MF",M'Gladbach,de Bundesliga,20-198,2003,0.5,12,52,11,0,1,0,2,3,15,2,Matches
1976,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,27-051,1996,7.4,276,1624,873,27,12,10,21,5,345,102,Matches
1977,Nicolai Rapp,de GER,DF,Werder Bremen,de Bundesliga,27-052,1996,0.8,29,144,64,1,0,0,1,1,24,0,Matches
1978,Elba Rashani,xk KVX,"MF,FW",Clermont Foot,fr Ligue 1,30-270,1993,6.7,191,1178,335,9,7,4,13,9,175,43,Matches
1979,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,26-095,1997,16.5,463,3480,1607,68,36,52,36,28,528,134,Matches
1980,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,23-350,2000,12.3,374,1799,579,18,13,7,31,12,466,93,Matches
1981,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,25-228,1998,3.6,78,633,356,14,10,5,7,4,89,10,Matches
1982,Raúl,es ESP,FW,Osasuna,es La Liga,23-092,2000,6.6,112,486,185,6,6,3,19,9,166,39,Matches
1983,David Raum,de GER,DF,RB Leipzig,de Bundesliga,25-287,1998,18.7,737,3189,1673,48,25,10,17,13,900,153,Matches
1984,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,24-084,1999,2,42,187,90,0,0,0,0,0,35,0,Matches
1985,David Raya,es ESP,GK,Arsenal,eng Premier League,28-141,1995,17,394,1749,1024,0,0,0,0,0,333,0,Matches
1986,Tim Ream,us USA,DF,Fulham,eng Premier League,36-121,1987,12.9,597,3341,2189,11,5,2,4,3,654,3,Matches
1987,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,25-176,1998,6.5,136,994,586,25,9,14,18,12,151,55,Matches
1988,Nathan Redmond,eng ENG,"FW,MF",Burnley,eng Premier League,29-334,1994,1.6,57,435,291,7,5,1,1,2,67,22,Matches
1989,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,29-007,1995,8.8,290,1124,342,4,5,1,15,6,394,28,Matches
1990,Sergio Reguilón,es ESP,DF,Manchester Utd,eng Premier League,27-049,1996,4.6,184,847,441,11,4,2,8,1,217,38,Matches
1991,Sergio Reguilón,es ESP,DF,Brentford,eng Premier League,27-049,1996,0.2,7,34,23,1,1,0,2,0,11,0,Matches
1992,Bobby Reid,jm JAM,FW,Fulham,eng Premier League,31-001,1993,10.7,281,1331,616,24,14,8,19,6,329,62,Matches
1993,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,25-189,1998,20.7,882,5641,2468,54,49,12,36,27,987,56,Matches
1994,Reinier,br BRA,"MF,FW",Frosinone,it Serie A,22-015,2002,7,179,827,312,5,4,1,14,11,223,28,Matches
1995,Rocco Reitz,de GER,MF,M'Gladbach,de Bundesliga,21-250,2002,14.1,435,1935,978,24,17,5,21,15,467,31,Matches
1996,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,28-316,1995,20.4,499,2559,1287,0,0,0,2,0,440,0,Matches
1997,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,18-329,2005,19,367,1833,994,0,0,0,1,0,276,0,Matches
1998,Mateo Retegui,it ITA,FW,Genoa,it Serie A,24-280,1999,12.3,200,765,146,5,6,3,35,17,253,56,Matches
1999,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,34-248,1989,10.6,251,1309,555,11,16,2,23,12,315,43,Matches
2000,Elvis Rexhbeçaj,de GER,MF,Augsburg,de Bundesliga,26-094,1997,17.9,377,1894,763,10,14,1,32,15,397,39,Matches
2001,Gio Reyna,us USA,"MF,FW",Dortmund,de Bundesliga,21-082,2002,3.1,144,711,312,8,6,2,8,7,176,19,Matches
2002,Chadi Riad,ma MAR,DF,Betis,es La Liga,20-231,2003,12.3,396,1770,813,0,3,0,3,2,430,1,Matches
2003,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,24-178,1999,16.4,1083,5248,2478,9,4,1,11,4,1015,4,Matches
2004,Samuele Ricci,it ITA,MF,Torino,it Serie A,22-166,2001,13.8,482,2860,1253,21,21,3,13,8,535,35,Matches
2005,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,25-020,1999,21.2,1154,6879,3432,41,36,5,16,11,1320,27,Matches
2006,Chris Richards,us USA,"MF,DF",Crystal Palace,eng Premier League,23-312,2000,10.3,192,744,257,0,3,0,4,2,228,1,Matches
2007,Amir Richardson,ma MAR,MF,Reims,fr Ligue 1,22-010,2002,8.8,324,1743,739,11,16,0,9,8,303,23,Matches
2008,Richarlison,br BRA,FW,Tottenham,eng Premier League,26-269,1997,12.2,294,1237,500,19,5,11,36,32,338,85,Matches
2009,Marco Richter,de GER,"MF,FW",Mainz 05,de Bundesliga,26-071,1997,6.7,195,1200,568,17,9,8,28,10,245,44,Matches
2010,Diego Rico,es ESP,DF,Getafe,es La Liga,30-345,1993,16.3,469,1857,916,17,21,0,18,11,509,53,Matches
2011,Clemens Riedel,de GER,DF,Darmstadt 98,de Bundesliga,20-199,2003,6.2,349,1706,943,3,8,0,3,0,366,27,Matches
2012,Fabian Rieder,ch SUI,MF,Rennes,fr Ligue 1,21-352,2002,2.8,116,535,186,3,5,0,4,2,103,15,Matches
2013,Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,eng Premier League,27-147,1996,2,34,104,46,2,0,1,3,2,46,1,Matches
2014,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,35-147,1988,19,638,3585,2400,0,0,0,1,0,514,0,Matches
2015,Luis Rioja,es ESP,"FW,MF",Alavés,es La Liga,30-110,1993,19.3,443,2926,1633,55,39,17,35,12,520,129,Matches
2016,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,36-181,1987,3,71,371,214,0,0,0,0,0,45,0,Matches
2017,Rodrigo Riquelme,es ESP,"DF,MF",Atlético Madrid,es La Liga,23-307,2000,9.7,353,2703,1508,62,31,25,28,10,374,100,Matches
2018,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,es La Liga,28-095,1995,5.8,205,1240,611,16,12,1,7,5,210,28,Matches
2019,Matt Ritchie,sct SCO,FW,Newcastle Utd,eng Premier League,34-146,1989,1.2,35,162,103,2,4,1,0,1,55,8,Matches
2020,Gorka Rivera Alonso,es ESP,DF,Getafe,es La Liga,19-186,2004,0,3,6,1,0,0,0,0,0,4,0,Matches
2021,Sergi Roberto,es ESP,"MF,DF",Barcelona,es La Liga,31-361,1992,4,135,875,440,6,6,2,5,2,183,19,Matches
2022,Lucas Robertone,ar ARG,MF,Almería,es La Liga,26-322,1997,14.6,530,2627,1318,26,18,3,17,9,595,24,Matches
2023,Connor Roberts,wls WAL,DF,Burnley,eng Premier League,28-133,1995,9.1,309,1163,620,6,10,0,3,1,358,13,Matches
2024,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,29-329,1994,8.2,370,1648,985,20,14,0,5,1,435,34,Matches
2025,Antonee Robinson,us USA,DF,Fulham,eng Premier League,26-179,1997,20.4,733,4580,2331,58,36,3,30,10,790,105,Matches
2026,Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,30-155,1993,20.3,467,1966,945,3,3,1,12,1,512,8,Matches
2027,Marc Roca,es ESP,MF,Betis,es La Liga,27-069,1996,17.8,664,3338,1689,19,18,6,17,11,755,16,Matches
2028,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,33-115,1990,0.4,27,116,71,2,2,0,2,0,29,3,Matches
2029,Rodri,es ESP,MF,Manchester City,eng Premier League,27-226,1996,17.1,1355,6451,3676,44,50,8,11,13,1723,30,Matches
2030,Rodri,es ESP,"FW,MF",Betis,es La Liga,23-263,2000,7.3,306,1947,1016,31,17,10,19,11,357,75,Matches
2031,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,es La Liga,25-220,1998,3.5,142,709,363,5,9,1,12,2,189,14,Matches
2032,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,35-242,1988,19,427,2640,1377,37,30,8,35,42,492,58,Matches
2033,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,29-297,1994,11.9,367,1476,600,3,9,1,9,8,415,4,Matches
2034,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,34-189,1989,7.8,123,329,87,1,2,0,17,4,178,22,Matches
2035,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,27-335,1996,19.7,1149,4575,2463,24,21,0,31,24,1501,37,Matches
2036,Miguel Rodríguez,es ESP,MF,Celta Vigo,es La Liga,20-280,2003,2.1,75,512,274,11,9,2,1,3,74,24,Matches
2037,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,31-162,1992,19.9,772,4638,2845,50,29,2,4,1,858,19,Matches
2038,Rodrygo,br BRA,FW,Real Madrid,es La Liga,23-025,2001,17.2,680,5022,2891,110,69,56,49,15,743,214,Matches
2039,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,24-224,1999,10,241,1095,513,12,5,4,11,6,277,49,Matches
2040,Rogério,br BRA,"DF,MF",Wolfsburg,de Bundesliga,26-021,1998,8.1,306,1711,857,24,12,4,10,6,309,31,Matches
2041,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,21-213,2002,11.3,274,1838,953,29,24,7,36,31,287,51,Matches
2042,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,29-022,1995,13.8,459,1984,1073,5,0,0,3,0,641,0,Matches
2043,Simone Romagnoli,it ITA,DF,Frosinone,it Serie A,33-359,1990,16.9,476,2258,1119,1,1,0,3,0,630,1,Matches
2044,Carlos Romero,es ESP,DF,Villarreal,es La Liga,22-097,2001,2.7,81,509,251,6,3,1,5,2,98,21,Matches
2045,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,25-282,1998,15,957,4851,3201,18,23,0,7,2,1021,4,Matches
2046,Luka Romero,ar ARG,"FW,MF",Milan,it Serie A,19-077,2004,1,37,261,103,4,2,0,3,2,35,7,Matches
2047,Luka Romero,ar ARG,FW,Almería,es La Liga,19-077,2004,0.1,11,43,28,1,1,0,0,0,10,2,Matches
2048,Oriol Romeu,es ESP,MF,Barcelona,es La Liga,32-132,1991,7.9,442,1841,942,7,21,0,7,7,565,3,Matches
2049,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,29-058,1994,9.5,511,2879,1333,19,14,1,14,8,465,10,Matches
2050,Frank Ronstadt,de GER,"DF,MF",Darmstadt 98,de Bundesliga,26-197,1997,0.8,33,190,117,3,2,0,1,2,39,4,Matches
2051,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,32-311,1991,20,752,3788,1942,21,18,0,13,7,893,16,Matches
2052,Unai Ropero,es ESP,MF,Alavés,es La Liga,22-075,2001,0.1,3,9,6,0,0,0,0,0,3,0,Matches
2053,Vitor Roque,br BRA,FW,Barcelona,es La Liga,18-340,2005,0.9,17,68,25,1,0,1,2,4,21,6,Matches
2054,Pablo Rosario,nl NED,"DF,MF",Nice,fr Ligue 1,27-027,1997,11.4,534,2437,1149,14,8,2,19,5,515,15,Matches
2055,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,29-023,1995,4.3,140,862,437,6,4,0,5,2,155,3,Matches
2056,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,22-250,2001,6.6,323,1361,708,4,3,0,3,1,371,6,Matches
2057,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,31-028,1993,6.3,174,725,376,6,6,2,10,8,168,18,Matches
2058,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,22-061,2001,11.9,402,2258,869,17,9,1,13,9,579,10,Matches
2059,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29-344,1994,15.5,818,4073,2408,10,9,0,4,1,923,2,Matches
2060,Ruan,br BRA,DF,Sassuolo,it Serie A,24-241,1999,10.5,254,1296,567,4,3,0,2,2,281,1,Matches
2061,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,eng Premier League,30-201,1993,8.4,153,649,247,7,6,4,9,13,175,10,Matches
2062,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30-337,1993,20,908,4677,2959,15,8,0,2,2,993,1,Matches
2063,Fabian Rüdlin,de GER,MF,Freiburg,de Bundesliga,27-021,1997,0.1,3,6,0,0,0,0,0,0,3,0,Matches
2064,Daniele Rugani,it ITA,DF,Juventus,it Serie A,29-189,1994,7.3,247,1207,537,1,4,0,2,1,272,1,Matches
2065,Matteo Ruggeri,it ITA,"DF,MF",Atalanta,it Serie A,21-207,2002,17.4,593,2821,1408,39,28,4,18,7,736,90,Matches
2066,Mário Rui,pt POR,DF,Napoli,it Serie A,32-252,1991,8.7,409,1955,1207,22,11,1,9,5,527,39,Matches
2067,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,27-318,1996,7.8,283,1499,792,19,13,8,14,7,288,43,Matches
2068,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,27-306,1996,9,522,2274,983,10,18,1,6,3,513,26,Matches
2069,Sergio Ruiz,es ESP,MF,Granada,es La Liga,29-049,1994,14.4,546,2910,1409,17,14,1,16,8,612,12,Matches
2070,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,26-078,1997,9.9,356,2012,1063,19,18,3,13,7,374,62,Matches
2071,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,31-183,1992,18,428,2162,1406,0,1,1,1,0,375,0,Matches
2072,José Sá,pt POR,GK,Wolves,eng Premier League,31-017,1993,19.2,387,2704,1777,0,1,1,0,1,264,0,Matches
2073,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30-335,1993,3,113,682,311,9,7,1,6,4,115,14,Matches
2074,Emmanuel Sabbi,us USA,"MF,FW",Le Havre,fr Ligue 1,26-041,1997,6.1,168,895,370,11,4,7,16,8,150,35,Matches
2075,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,31-021,1993,17.1,422,2346,1152,48,32,3,25,8,464,70,Matches
2076,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,29-323,1994,13.3,409,1992,1100,26,10,3,16,8,491,47,Matches
2077,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,28-278,1995,13.9,480,2910,1409,36,27,5,12,7,412,41,Matches
2078,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27-001,1997,8.6,165,998,360,17,9,10,34,24,196,52,Matches
2079,Alexis Saelemaekers,be BEL,FW,Bologna,it Serie A,24-221,1999,9.9,395,2359,1077,29,22,8,29,10,441,90,Matches
2080,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,28-290,1995,6.4,169,903,364,9,9,3,12,5,165,62,Matches
2081,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,25-106,1998,3.8,120,639,326,8,6,1,5,1,110,6,Matches
2082,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,22-151,2001,20.4,815,4641,2239,99,45,36,40,35,889,336,Matches
2083,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33-355,1990,0.1,15,50,36,0,0,0,0,0,15,0,Matches
2084,Ibrahim Salah,ma MAR,"FW,MF",Rennes,fr Ligue 1,22-157,2001,3.2,153,1028,387,8,9,2,11,10,132,41,Matches
2085,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,31-233,1992,19.3,662,3636,1745,69,35,47,44,37,754,222,Matches
2086,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,23-200,2000,3.5,85,723,311,10,4,3,15,5,79,33,Matches
2087,Kike Salas,es ESP,DF,Sevilla,es La Liga,21-286,2002,6.1,241,947,456,5,1,0,6,1,297,8,Matches
2088,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22-316,2001,22,1274,5632,3342,11,12,1,15,10,1404,3,Matches
2089,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,24-292,1999,4,201,907,322,1,7,0,2,1,183,2,Matches
2090,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,26-257,1997,10.4,267,1310,661,22,20,10,19,5,308,79,Matches
2091,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,31-074,1992,12.1,426,2164,1084,6,13,0,8,4,380,5,Matches
2092,Salvi,es ESP,MF,Rayo Vallecano,es La Liga,32-310,1991,0.3,14,102,47,2,2,0,0,2,13,2,Matches
2093,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21-344,2002,14.7,389,2381,1329,38,22,5,27,6,430,35,Matches
2094,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,28-023,1996,0,3,10,3,0,0,0,0,0,2,0,Matches
2095,Mama Samba Baldé,gw GNB,"FW,MF",Lyon,fr Ligue 1,28-089,1995,4.5,119,777,308,15,4,9,16,9,115,48,Matches
2096,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,29-284,1994,19,458,2462,1403,0,0,0,1,0,305,0,Matches
2097,Albert Sambi Lokonga,be BEL,MF,Luton Town,eng Premier League,24-104,1999,6.2,200,1053,489,6,7,0,4,1,220,7,Matches
2098,Junior Sambia,fr FRA,"DF,MF",Salernitana,it Serie A,27-149,1996,3.3,83,397,224,3,8,2,4,4,107,11,Matches
2099,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,26-324,1997,1.7,28,108,68,0,0,0,1,0,37,0,Matches
2100,Antonio Sanabria,py PAR,"FW,MF",Torino,it Serie A,27-336,1996,13.5,313,1464,458,12,9,4,35,12,398,72,Matches
2101,Marciano Sanca,gw GNB,"FW,MF",Almería,es La Liga,19-337,2004,0.5,12,87,24,1,1,0,1,1,16,3,Matches
2102,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,23-284,2000,16.9,551,3402,1743,66,54,12,53,33,661,118,Matches
2103,Renato Sanches,pt POR,MF,Roma,it Serie A,26-169,1997,1.3,52,295,164,5,5,1,3,5,60,5,Matches
2104,Ricard Sánchez,es ESP,DF,Granada,es La Liga,23-346,2000,16.9,449,2608,1414,37,22,3,24,5,476,66,Matches
2105,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,35-046,1988,2,73,357,122,4,0,3,8,5,87,16,Matches
2106,Antonio Sánchez,es ESP,"MF,FW",Mallorca,es La Liga,27-033,1997,10.3,268,1626,711,25,19,3,25,16,276,40,Matches
2107,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,27-236,1996,0.9,68,238,80,0,2,0,1,0,66,0,Matches
2108,Juanlu Sánchez,es ESP,DF,Sevilla,es La Liga,20-172,2003,10.2,358,1834,1028,37,17,6,20,2,410,92,Matches
2109,Manu Sánchez,es ESP,DF,Celta Vigo,es La Liga,23-163,2000,14.7,380,2205,1116,29,19,4,22,8,398,48,Matches
2110,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,26-077,1997,15.9,392,1890,1130,0,0,0,1,0,360,0,Matches
2111,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,eng Premier League,23-315,2000,0.9,38,298,192,10,5,5,0,2,34,5,Matches
2112,Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,23-315,2000,2,94,698,416,14,13,7,2,1,93,25,Matches
2113,Alex Sandro,br BRA,DF,Juventus,it Serie A,33-008,1991,4.5,197,992,636,9,7,0,4,4,244,4,Matches
2114,Ibou Sané,sn SEN,"FW,MF",Metz,fr Ligue 1,18-312,2005,1,29,186,76,3,1,1,6,3,24,5,Matches
2115,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,28-023,1996,18.4,731,6098,3393,104,64,38,48,36,845,222,Matches
2116,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,19-238,2004,0.5,14,42,19,0,0,0,0,0,12,0,Matches
2117,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,21-297,2002,16,671,3596,1697,9,14,2,7,7,605,8,Matches
2118,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,26-063,1997,9.1,214,979,479,5,3,0,8,6,265,7,Matches
2119,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,29-169,1994,15.3,610,3751,1531,44,36,8,38,28,552,72,Matches
2120,Nicola Sansone,it ITA,"FW,MF",Lecce,it Serie A,32-146,1991,4.6,118,895,381,8,5,2,3,9,150,40,Matches
2121,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28-331,1995,10.3,512,2327,904,2,10,0,17,8,475,22,Matches
2122,Jesús Santiago,es ESP,MF,Getafe,es La Liga,19-254,2004,0.9,7,77,32,1,1,0,0,1,11,2,Matches
2123,Andrey Santos,br BRA,MF,Nott'ham Forest,eng Premier League,19-276,2004,0.1,2,15,13,0,0,0,0,0,4,0,Matches
2124,Tiago santos,pt POR,DF,Lille,fr Ligue 1,21-195,2002,12.4,551,3582,1753,35,21,6,21,12,504,58,Matches
2125,Riccardo Saponara,it ITA,"FW,MF",Hellas Verona,it Serie A,32-044,1991,3.8,115,753,346,12,9,3,15,3,120,32,Matches
2126,Pablo Sarabia,es ESP,"FW,MF",Wolves,eng Premier League,31-268,1992,8.6,291,1573,730,21,23,5,18,11,356,62,Matches
2127,Amin Sarr,se SWE,"FW,MF",Lyon,fr Ligue 1,22-329,2001,1.1,21,116,50,3,1,2,4,0,21,8,Matches
2128,Amin Sarr,se SWE,"FW,MF",Wolfsburg,de Bundesliga,22-329,2001,1.1,23,89,54,1,1,0,4,1,27,7,Matches
2129,Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,32-003,1992,1.2,58,256,136,3,2,1,2,0,80,4,Matches
2130,Ismaila Sarr,sn SEN,"FW,MF",Marseille,fr Ligue 1,25-343,1998,9.2,302,2097,995,31,24,13,20,10,279,85,Matches
2131,Mamadou Sarr,fr FRA,DF,Lyon,fr Ligue 1,18-158,2005,0.1,4,13,5,0,0,0,0,0,4,0,Matches
2132,Martin Satriano,uy URU,FW,Brest,fr Ligue 1,22-348,2001,8.9,209,1140,365,16,7,9,27,7,218,45,Matches
2133,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,32-043,1991,18.4,940,4915,1970,25,34,5,34,23,863,62,Matches
2134,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,33-026,1991,10,368,1832,1169,9,3,0,1,0,418,0,Matches
2135,Sávio,br BRA,"MF,FW",Girona,es La Liga,19-299,2004,19.2,649,5653,2887,105,52,47,62,29,665,220,Matches
2136,Saba Sazonov,ge GEO,DF,Torino,it Serie A,22-002,2002,1.8,67,284,94,0,0,0,2,0,69,0,Matches
2137,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,21-034,2002,15.9,603,2602,1197,21,19,2,9,11,671,37,Matches
2138,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,20-054,2003,16.9,585,2665,1471,16,12,4,13,6,669,12,Matches
2139,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,25-033,1999,8.5,240,1163,333,13,10,4,39,28,292,90,Matches
2140,Kevin Schade,de GER,"FW,MF",Brentford,eng Premier League,22-068,2001,2.9,60,417,142,3,2,3,12,3,72,18,Matches
2141,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,24-296,1999,3.3,119,759,334,11,10,4,14,7,136,27,Matches
2142,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,32-045,1991,21.1,1001,5263,3298,15,32,1,9,8,1121,14,Matches
2143,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28-010,1996,4.3,73,299,84,3,1,3,9,5,123,39,Matches
2144,Stefan Schimmer,de GER,"MF,FW",Heidenheim,de Bundesliga,29-281,1994,1.1,18,45,21,1,0,0,4,1,30,8,Matches
2145,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,26-128,1997,16.6,767,4251,2607,44,31,1,23,21,842,28,Matches
2146,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,26-281,1997,10,217,968,559,3,1,0,4,0,236,4,Matches
2147,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,24-064,1999,18.5,1041,5825,3814,35,28,1,9,3,1213,7,Matches
2148,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,eng Premier League,31-042,1992,13.1,250,1120,546,17,10,4,36,20,291,37,Matches
2149,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,24-007,2000,15.5,559,3050,1554,45,42,12,38,35,623,81,Matches
2150,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,21-245,2002,0.8,29,143,37,2,0,0,0,1,28,3,Matches
2151,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,25-339,1998,9.8,495,2567,1111,15,19,0,16,9,461,30,Matches
2152,Benno Schmitz,de GER,DF,Köln,de Bundesliga,29-078,1994,6.7,197,834,423,13,11,0,3,0,226,27,Matches
2153,Fabian Schnellhardt,de GER,MF,Darmstadt 98,de Bundesliga,30-022,1994,2.3,90,450,228,5,3,0,2,2,115,9,Matches
2154,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,24-236,1999,9.9,172,912,323,8,8,3,18,10,193,21,Matches
2155,Marcel Schuhen,de GER,GK,Darmstadt 98,de Bundesliga,31-021,1993,18,570,2729,1649,0,0,0,0,0,499,0,Matches
2156,Perr Schuurs,nl NED,DF,Torino,it Serie A,24-069,1999,8.6,285,1289,562,9,6,0,9,5,296,4,Matches
2157,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,28-284,1995,19,496,2282,1464,0,0,0,0,0,499,0,Matches
2158,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,20-166,2003,4.9,139,894,511,8,8,2,9,3,165,11,Matches
2159,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,27-248,1996,15,226,1278,749,0,0,0,0,0,195,0,Matches
2160,Jérémy Sebas,mq MTQ,FW,Strasbourg,fr Ligue 1,20-295,2003,0.7,21,234,71,2,4,3,2,2,18,6,Matches
2161,Manuel Sebastián,es ESP,MF,Sevilla,es La Liga,19-191,2004,0.2,10,61,37,1,1,0,2,0,14,0,Matches
2162,Demba Seck,sn SEN,MF,Torino,it Serie A,22-358,2001,4.7,119,1109,542,23,20,10,14,10,126,25,Matches
2163,Demba Seck,sn SEN,FW,Frosinone,it Serie A,22-358,2001,0.8,14,57,18,0,1,0,1,0,16,2,Matches
2164,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,32-052,1991,10.5,247,1442,794,6,4,0,3,2,264,1,Matches
2165,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,23-244,2000,12.6,651,4153,1861,16,17,0,13,6,560,3,Matches
2166,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,22-275,2001,3.2,74,197,70,0,1,0,1,3,97,2,Matches
2167,Davie Selke,de GER,FW,Köln,de Bundesliga,29-014,1995,12,150,520,214,9,2,5,18,11,221,41,Matches
2168,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31-342,1992,19,452,2379,1252,0,0,0,0,0,345,0,Matches
2169,Nélson Semedo,pt POR,"DF,MF",Wolves,eng Premier League,30-079,1993,20.2,684,4229,2384,61,39,7,36,17,740,94,Matches
