Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
2170,Vivaldo Semedo,pt POR,FW,Udinese,it Serie A,19-006,2005,0.1,3,6,2,1,0,1,1,2,3,0,Matches
2171,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,24-027,2000,10.2,265,2356,1124,37,28,18,23,27,300,78,Matches
2172,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,23-006,2001,13.3,454,2784,1305,25,23,2,20,6,411,37,Matches
2173,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,26-269,1997,14.4,563,2779,1780,16,14,1,11,7,614,2,Matches
2174,Stefano Sensi,it ITA,MF,Inter,it Serie A,28-182,1995,0.3,29,186,97,3,2,0,0,1,39,4,Matches
2175,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,26-298,1997,5.3,114,571,197,6,2,2,7,4,111,13,Matches
2176,Benjamin Šeško,si SVN,FW,RB Leipzig,de Bundesliga,20-248,2003,6.4,117,593,260,9,6,7,13,23,162,40,Matches
2177,Kevin Sessa,de GER,"MF,FW",Heidenheim,de Bundesliga,23-212,2000,3.7,102,689,333,8,7,3,8,1,118,21,Matches
2178,Aaron Seydel,de GER,FW,Darmstadt 98,de Bundesliga,27-361,1996,2.9,39,208,45,3,2,1,7,7,83,7,Matches
2179,Stephan El Shaarawy,it ITA,"FW,DF",Roma,it Serie A,31-099,1992,10.2,321,2011,1036,32,16,18,16,10,345,70,Matches
2180,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,28-206,1995,8.7,340,1621,753,9,9,1,11,4,372,25,Matches
2181,Eldor Shomurodov,uz UZB,"FW,MF",Cagliari,it Serie A,28-219,1995,3.5,82,492,163,6,7,3,16,4,103,22,Matches
2182,Steven Shpendi,al ALB,"FW,MF",Empoli,it Serie A,20-260,2003,4.4,77,335,102,3,1,2,20,9,88,31,Matches
2183,Sofiane Sidi Ali,fr FRA,MF,Marseille,fr Ligue 1,28-204,1995,0.1,4,13,0,0,0,0,1,2,4,1,Matches
2184,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,28-118,1995,13.3,585,2823,1170,8,10,2,20,14,549,36,Matches
2185,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,23-331,2000,9.5,330,1919,1212,7,4,0,7,2,418,1,Matches
2186,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,21-263,2002,14.5,545,2943,1279,15,15,1,18,7,585,48,Matches
2187,André Silva,pt POR,FW,Real Sociedad,es La Liga,28-089,1995,2.1,43,233,89,2,1,2,3,5,45,10,Matches
2188,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,29-177,1994,15.8,864,4892,2632,82,41,18,27,19,999,134,Matches
2189,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,26-187,1997,5.9,292,1683,733,15,15,6,8,3,267,46,Matches
2190,Fábio Silva,pt POR,FW,Wolves,eng Premier League,21-199,2002,2.9,66,437,186,5,5,1,12,4,69,13,Matches
2191,Rui Silva,pt POR,GK,Betis,es La Liga,29-361,1994,12.5,274,1521,747,0,0,0,0,0,205,1,Matches
2192,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,39-134,1984,20.4,1129,4610,2541,1,10,0,5,1,1264,2,Matches
2193,Marco Silvestri,it ITA,GK,Udinese,it Serie A,32-338,1991,17,250,1212,801,0,0,0,0,0,183,0,Matches
2194,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,23-276,2000,17.5,894,3935,1999,19,16,3,19,6,993,31,Matches
2195,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,28-213,1995,4.4,85,424,102,4,3,2,16,6,109,39,Matches
2196,Giuliano Simeone,ar ARG,"FW,MF",Alavés,es La Liga,21-047,2002,0.3,6,102,72,3,2,0,1,0,11,3,Matches
2197,Jan-Carlo Simic,rs SRB,DF,Milan,it Serie A,18-277,2005,1.3,40,218,123,0,0,0,0,0,51,0,Matches
2198,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,28-206,1995,15.9,450,4269,2298,114,44,38,43,28,437,161,Matches
2199,Unai Simón,es ESP,GK,Athletic Club,es La Liga,26-237,1997,23,446,2341,1292,0,0,0,0,0,359,0,Matches
2200,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,20-288,2003,16,641,4144,2194,71,75,15,36,27,721,115,Matches
2201,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,23-040,2000,15,818,4627,2329,25,25,1,10,3,714,10,Matches
2202,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,24-231,1999,5,159,1181,648,27,12,14,20,4,184,37,Matches
2203,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,28-214,1995,2.7,100,416,199,1,1,0,3,1,123,4,Matches
2204,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,28-149,1995,1.4,35,138,64,0,0,0,0,1,29,1,Matches
2205,Ayanda Sishuba,be BEL,"MF,FW",Lens,fr Ligue 1,19-001,2005,0.5,28,249,124,6,2,5,7,2,27,9,Matches
2206,Ibrahima Sissoko,ml MLI,MF,Strasbourg,fr Ligue 1,26-099,1997,9.7,307,1659,726,8,11,0,18,15,279,12,Matches
2207,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,34-171,1989,6.8,233,1349,623,10,10,0,10,3,208,26,Matches
2208,Antonio Sivera,es ESP,GK,Alavés,es La Liga,27-176,1996,22,328,2208,1319,0,0,0,2,0,237,0,Matches
2209,Tim Skarke,de GER,"FW,MF",Darmstadt 98,de Bundesliga,27-149,1996,14.7,375,2269,1036,32,19,14,22,12,425,102,Matches
2210,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,28-269,1995,13.5,468,2078,929,6,10,1,17,16,609,17,Matches
2211,Oliver Skipp,eng ENG,"MF,FW",Tottenham,eng Premier League,23-140,2000,6.4,184,654,323,6,2,1,8,5,265,22,Matches
2212,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,24-067,1999,9.7,455,2300,1250,8,6,0,3,2,521,2,Matches
2213,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,32-274,1991,19,372,1957,1162,0,0,0,0,0,334,0,Matches
2214,Robert Skov,dk DEN,"DF,FW",Hoffenheim,de Bundesliga,27-259,1996,9.9,313,1589,770,18,11,11,22,4,353,66,Matches
2215,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,28-357,1995,13.4,1196,5094,2290,3,9,0,5,0,1127,1,Matches
2216,Naatan Skyttä,fi FIN,"MF,FW",Toulouse,fr Ligue 1,21-272,2002,0.9,39,196,77,1,0,1,1,1,40,9,Matches
2217,Chris Smalling,eng ENG,DF,Roma,it Serie A,34-073,1989,2.7,107,532,265,1,2,0,1,0,120,1,Matches
2218,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,32-280,1991,9.3,228,1209,495,12,10,1,3,2,268,9,Matches
2219,Emile Smith Rowe,eng ENG,MF,Arsenal,eng Premier League,23-190,2000,2.4,90,449,229,6,4,0,2,3,116,11,Matches
2220,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,23-170,2000,2.8,159,740,366,0,1,0,1,2,173,0,Matches
2221,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,32-097,1991,3.9,93,447,173,3,1,0,6,2,95,8,Matches
2222,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,28-289,1995,0.3,10,114,69,2,3,0,0,0,9,0,Matches
2223,Rubén Sobrino,es ESP,"MF,FW",Cádiz,es La Liga,31-247,1992,8,185,949,377,9,10,1,19,15,202,27,Matches
2224,Andrea Sodero,it ITA,MF,Empoli,it Serie A,19-180,2004,0.1,1,4,3,0,0,0,0,0,1,1,Matches
2225,Emran Soglo,eng ENG,"MF,DF",Marseille,fr Ligue 1,18-207,2005,1.2,39,200,57,1,2,1,3,1,31,8,Matches
2226,Alex Sola,es ESP,"FW,MF",Alavés,es La Liga,24-239,1999,7.4,172,1293,688,25,12,7,19,8,197,51,Matches
2227,Alex Sola,es ESP,"DF,MF",Real Sociedad,es La Liga,24-239,1999,0.3,11,75,31,1,1,0,0,1,10,0,Matches
2228,Dominic Solanke,eng ENG,FW,Bournemouth,eng Premier League,26-142,1997,20.7,363,2330,786,27,15,15,80,56,423,97,Matches
2229,Ola Solbakken,no NOR,FW,Roma,it Serie A,25-149,1998,0.3,5,76,22,1,0,0,0,0,5,4,Matches
2230,Carlos Soler,es ESP,"DF,MF",Paris S-G,fr Ligue 1,27-032,1997,6.8,374,1389,495,5,4,1,9,6,364,31,Matches
2231,Jhon Solis,co COL,MF,Girona,es La Liga,19-123,2004,1.5,67,384,189,2,0,0,1,9,78,3,Matches
2232,Manor Solomon,il ISR,FW,Tottenham,eng Premier League,24-194,1999,2.2,92,695,404,17,8,9,5,2,92,44,Matches
2233,Yann Sommer,ch SUI,GK,Inter,it Serie A,35-048,1988,21,490,2063,1189,0,0,0,0,0,470,0,Matches
2234,Brandon Soppy,fr FRA,DF,Torino,it Serie A,21-347,2002,2,56,368,180,9,3,2,2,1,56,3,Matches
2235,David Soria,es ESP,GK,Getafe,es La Liga,30-305,1993,22,382,2494,1589,0,1,1,3,0,222,0,Matches
2236,Alberto Soro,es ESP,MF,Granada,es La Liga,24-331,1999,0.1,3,9,0,0,0,0,1,0,4,0,Matches
2237,Alessandro Sorrentino,it ITA,GK,Monza,it Serie A,21-306,2002,3.6,58,284,210,0,0,0,0,0,49,0,Matches
2238,Borna Sosa,hr CRO,"FW,DF",Stuttgart,de Bundesliga,26-013,1998,0.5,31,180,100,5,1,1,1,0,35,10,Matches
2239,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,20-046,2003,3.4,175,782,409,10,9,2,2,5,202,7,Matches
2240,Florian Sotoca,fr FRA,"MF,DF",Lens,fr Ligue 1,33-101,1990,15.3,685,3553,1456,29,40,5,19,17,680,136,Matches
2241,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,24-245,1999,5.9,207,1811,983,37,18,13,14,8,232,80,Matches
2242,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,28-341,1995,19,320,1066,352,6,7,2,9,8,407,25,Matches
2243,Matìas Soulé,ar ARG,"FW,MF",Frosinone,it Serie A,20-294,2003,19.3,799,5377,2505,72,74,23,58,53,904,134,Matches
2244,Boubakary Soumaré,fr FRA,MF,Sevilla,es La Liga,24-341,1999,10.4,377,2005,991,11,9,1,15,8,482,7,Matches
2245,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,23-116,2000,2.6,63,406,143,4,5,1,11,2,71,18,Matches
2246,Vinicius Souza,br BRA,MF,Sheffield Utd,eng Premier League,24-231,1999,18.7,389,1799,649,5,4,3,25,19,469,14,Matches
2247,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,26-362,1997,12.1,372,2023,963,20,15,0,19,3,445,31,Matches
2248,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,21-214,2002,0.3,6,29,12,0,0,0,0,0,5,0,Matches
2249,Çağlar Söyüncü,tr TUR,DF,Atlético Madrid,es La Liga,27-256,1996,1.3,65,337,150,2,2,1,0,2,65,0,Matches
2250,Djed Spence,eng ENG,"MF,DF",Genoa,it Serie A,23-178,2000,1.5,28,189,111,4,5,1,2,3,29,4,Matches
2251,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,27-328,1996,10.5,601,2995,1378,11,19,0,6,10,543,14,Matches
2252,Stijn Spierings,nl NED,MF,Lens,fr Ligue 1,27-328,1996,1.3,51,238,87,0,1,0,0,1,47,4,Matches
2253,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,30-315,1993,11.5,445,4118,2351,84,47,19,13,2,477,54,Matches
2254,Marco Sportiello,it ITA,GK,Milan,it Serie A,31-269,1992,2,61,311,178,0,0,0,0,0,44,0,Matches
2255,Anton Stach,de GER,MF,Hoffenheim,de Bundesliga,25-080,1998,14.2,468,2681,1275,29,22,2,24,10,516,27,Matches
2256,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,25-080,1998,1.9,42,214,100,3,3,1,0,1,53,10,Matches
2257,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,27-087,1996,17.8,386,1603,724,11,7,2,10,7,494,34,Matches
2258,Josip Stanišić,hr CRO,DF,Leverkusen,de Bundesliga,23-307,2000,5.8,304,1975,1265,28,17,2,8,3,402,19,Matches
2259,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,28-247,1995,15.9,356,1475,659,5,2,1,2,0,386,1,Matches
2260,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,28-295,1995,9.4,301,1600,912,4,2,0,4,1,349,1,Matches
2261,Jason Steele,eng ENG,GK,Brighton,eng Premier League,33-169,1990,13,377,1490,774,0,0,0,0,0,376,0,Matches
2262,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,27-320,1996,9,340,1705,894,27,19,1,12,5,428,35,Matches
2263,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,21-337,2002,0.5,16,66,14,1,0,0,1,0,18,1,Matches
2264,Raheem Sterling,eng ENG,"FW,MF",Chelsea,eng Premier League,29-057,1994,17.6,591,4176,2525,101,44,54,40,33,648,204,Matches
2265,Trivante Stewart,jm JAM,"FW,MF",Salernitana,it Serie A,23-318,2000,1.1,13,83,45,2,2,1,3,0,19,6,Matches
2266,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,22-305,2001,0.9,28,129,40,2,0,0,1,0,33,3,Matches
2267,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,22-305,2001,16.2,751,2980,1271,17,24,2,27,16,1008,38,Matches
2268,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,30-160,1993,15.1,608,3254,1714,42,30,0,19,20,728,55,Matches
2269,Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,de Bundesliga,24-030,2000,1.7,24,156,99,4,2,4,4,0,25,10,Matches
2270,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,29-251,1994,5.6,223,1270,594,5,5,0,3,3,311,8,Matches
2271,Thomas Strakosha,al ALB,GK,Brentford,eng Premier League,28-321,1995,1.5,35,156,88,0,0,0,0,0,32,0,Matches
2272,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,23-362,2000,19.5,376,1593,663,24,18,17,72,29,473,99,Matches
2273,Gabriel Strefezza,br BRA,FW,Lecce,it Serie A,26-291,1997,12.4,368,2360,1136,34,37,4,24,24,385,81,Matches
2274,Kevin Strootman,nl NED,MF,Genoa,it Serie A,33-355,1990,8.8,271,1104,521,9,7,0,6,7,316,10,Matches
2275,Cristhian Stuani,uy URU,FW,Girona,es La Liga,37-114,1986,7.1,86,338,100,2,1,2,14,3,118,21,Matches
2276,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,30-322,1993,16.2,484,2336,1206,12,12,0,8,6,611,7,Matches
2277,Damián Suárez,uy URU,DF,Getafe,es La Liga,35-282,1988,14.4,310,1476,743,20,11,4,19,6,363,47,Matches
2278,Denis Suárez,es ESP,"MF,FW",Villarreal,es La Liga,30-028,1994,1.5,60,429,269,4,1,1,3,2,79,7,Matches
2279,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,26-178,1997,15.6,709,3578,1647,31,36,8,21,12,634,85,Matches
2280,Isaac Success,ng NGA,FW,Udinese,it Serie A,28-027,1996,8.1,195,1119,349,14,12,5,30,21,235,44,Matches
2281,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,28-153,1995,9.4,553,2751,1561,14,11,0,1,6,668,6,Matches
2282,Ibrahim Sulemana,gh GHA,MF,Cagliari,it Serie A,20-257,2003,9.5,207,1112,374,10,6,1,12,8,223,11,Matches
2283,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,21-241,2002,12.9,295,2059,924,24,25,8,32,25,290,37,Matches
2284,Suso,es ESP,"MF,FW",Sevilla,es La Liga,30-076,1993,12.1,496,2776,1328,34,31,6,30,15,577,90,Matches
2285,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,25-029,1999,14.6,367,1792,973,21,12,7,22,6,476,38,Matches
2286,Mile Svilar,rs SRB,GK,Roma,it Serie A,24-160,1999,1,18,89,51,0,0,0,0,0,11,0,Matches
2287,Williot Swedberg,se SWE,"MF,FW",Celta Vigo,es La Liga,20-002,2004,1,28,149,58,3,0,3,6,2,28,6,Matches
2288,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,21-040,2002,11.6,537,2892,1380,1,2,0,12,2,483,2,Matches
2289,Dembo Sylla,gn GUI,DF,Lorient,fr Ligue 1,21-085,2002,0.5,21,68,12,0,1,0,1,1,21,6,Matches
2290,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,30-033,1994,8,265,1445,707,10,9,2,15,5,220,22,Matches
2291,Mamadou Sylla,sn SEN,"FW,MF",Alavés,es La Liga,29-320,1994,0.2,6,25,10,0,0,0,1,1,8,1,Matches
2292,Attila Szalai,hu HUN,DF,Hoffenheim,de Bundesliga,26-014,1998,3.2,123,397,218,2,2,0,1,0,135,3,Matches
2293,Attila Szalai,hu HUN,DF,Freiburg,de Bundesliga,26-014,1998,0.2,23,94,53,0,0,0,0,1,23,0,Matches
2294,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,33-291,1990,20,403,2713,1757,0,0,0,1,0,338,0,Matches
2295,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,23-101,2000,18.4,816,4307,2343,59,53,14,20,20,966,114,Matches
2296,Przemysław Szymiński,pl POL,MF,Frosinone,it Serie A,29-224,1994,0.1,1,6,0,0,0,0,0,0,0,0,Matches
2297,Alexander Sørloth,no NOR,FW,Villarreal,es La Liga,28-060,1995,14.9,264,1785,626,27,18,15,58,33,352,82,Matches
2298,Musa Al-Taamari,jo JOR,FW,Montpellier,fr Ligue 1,26-238,1997,14.1,416,3170,1426,53,38,30,52,21,392,111,Matches
2299,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,31-156,1992,14.7,522,2534,1080,17,12,2,8,5,485,68,Matches
2300,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,27-357,1996,15.5,757,3876,2166,8,5,0,8,3,912,2,Matches
2301,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,25-253,1998,18,802,5086,2891,10,6,0,16,2,726,6,Matches
2302,Adrien Tameze,cm CMR,"DF,MF",Torino,it Serie A,29-364,1994,14.7,537,2451,1128,9,17,1,9,9,588,22,Matches
2303,Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,28-190,1995,10.1,335,1718,732,8,9,0,14,6,372,9,Matches
2304,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,25-001,1999,13,866,5068,2847,27,26,0,8,5,938,6,Matches
2305,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,28-138,1995,0.9,34,153,91,1,1,0,0,0,33,0,Matches
2306,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,21-259,2002,4.2,242,1553,700,12,17,0,4,1,226,7,Matches
2307,James Tarkowski,eng ENG,DF,Everton,eng Premier League,31-076,1992,22,508,2477,1381,6,5,0,6,10,584,14,Matches
2308,César Tárrega,es ESP,DF,Valencia,es La Liga,21-342,2002,0.1,3,5,0,0,0,0,0,0,3,0,Matches
2309,Nuno Tavares,pt POR,DF,Nott'ham Forest,eng Premier League,24-008,2000,2.1,59,309,204,7,8,1,6,1,71,3,Matches
2310,Marcus Tavernier,eng ENG,FW,Bournemouth,eng Premier League,24-318,1999,15,427,3171,1557,51,58,13,34,28,477,101,Matches
2311,Elayis Tavsan,nl NED,"MF,FW",Hellas Verona,it Serie A,22-279,2001,0.3,5,33,7,0,0,0,0,0,6,0,Matches
2312,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,30-138,1993,16,469,2058,886,16,8,2,11,7,544,30,Matches
2313,Loum Tchaouna,fr FRA,"MF,FW",Salernitana,it Serie A,20-148,2003,9.5,278,1663,755,34,20,14,21,13,325,52,Matches
2314,Jackson Tchatchoua,be BEL,DF,Hellas Verona,it Serie A,22-142,2001,10.4,240,1430,713,20,14,4,5,3,239,44,Matches
2315,Enzo Tchato,cm CMR,"DF,MF",Montpellier,fr Ligue 1,21-072,2002,3.6,102,693,415,13,11,1,4,1,89,18,Matches
2316,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,es La Liga,24-007,2000,13,723,3925,2265,16,32,1,11,5,777,12,Matches
2317,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,18-282,2005,3.7,155,1294,504,14,8,15,11,8,166,46,Matches
2318,Nathan Tella,ng NGA,DF,Leverkusen,de Bundesliga,24-213,1999,1.8,64,477,274,8,6,8,3,4,88,22,Matches
2319,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,27-347,1996,4.5,77,453,255,5,3,0,2,0,88,7,Matches
2320,Arnau Tenas,es ESP,GK,Paris S-G,fr Ligue 1,22-249,2001,2.9,84,310,179,0,0,0,0,0,61,0,Matches
2321,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,31-279,1992,13,284,1369,1027,0,0,0,0,0,252,0,Matches
2322,Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,20-360,2003,14.4,464,2728,1352,26,21,1,18,19,460,28,Matches
2323,Filippo Terracciano,it ITA,FW,Milan,it Serie A,20-360,2003,0,1,2,0,0,0,0,0,1,1,0,Matches
2324,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,33-332,1990,20,437,1947,1277,0,0,0,1,1,441,0,Matches
2325,Ramón Terrats,es ESP,MF,Villarreal,es La Liga,23-108,2000,6.9,212,1200,541,12,10,1,9,11,280,46,Matches
2326,Martin Terrier,fr FRA,"FW,MF",Rennes,fr Ligue 1,26-336,1997,6.9,199,1191,561,14,7,3,17,5,200,39,Matches
2327,Kenny Tete,nl NED,DF,Fulham,eng Premier League,28-117,1995,7.4,226,1004,444,15,10,1,6,3,265,33,Matches
2328,Benjamin Tetteh,gh GHA,"FW,MF",Metz,fr Ligue 1,26-208,1997,2.8,72,449,118,3,3,1,14,2,74,12,Matches
2329,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,30-126,1993,14.6,824,4388,1853,22,26,4,30,9,788,73,Matches
2330,Florian Thauvin,fr FRA,FW,Udinese,it Serie A,31-008,1993,10.5,273,2018,1103,40,27,17,29,22,294,60,Matches
2331,Arthur Theate,be BEL,DF,Rennes,fr Ligue 1,23-254,2000,15.4,903,5178,2823,14,18,0,8,1,837,3,Matches
2332,Norman Theuerkauf,de GER,"MF,DF",Heidenheim,de Bundesliga,37-010,1987,8.6,149,955,315,2,3,1,6,3,179,13,Matches
2333,Malick Thiaw,de GER,DF,Milan,it Serie A,22-179,2001,10.3,540,2880,1555,12,3,0,2,3,591,0,Matches
2334,Jan Thielmann,de GER,"FW,MF",Köln,de Bundesliga,21-253,2002,7.8,183,1280,566,21,16,6,22,13,193,32,Matches
2335,Denis Thomalla,de GER,"MF,FW",Heidenheim,de Bundesliga,31-171,1992,3.9,107,398,172,3,2,0,1,3,126,14,Matches
2336,Luke Thomas,eng ENG,DF,Sheffield Utd,eng Premier League,22-238,2001,10.2,191,803,391,8,7,1,11,5,230,22,Matches
2337,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,30-055,1993,10.2,452,2278,821,17,16,5,19,15,420,91,Matches
2338,Morten Thorsby,no NOR,MF,Genoa,it Serie A,27-274,1996,7.6,122,509,142,1,3,0,15,12,171,22,Matches
2339,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,24-327,1999,13.1,334,1740,866,18,17,4,24,18,426,48,Matches
2340,Khéphren Thuram,fr FRA,MF,Nice,fr Ligue 1,22-314,2001,10.8,530,3335,1502,35,38,8,18,12,491,31,Matches
2341,Marcus Thuram,fr FRA,FW,Inter,it Serie A,26-181,1997,17.8,366,2303,1110,44,20,27,58,21,490,122,Matches
2342,Cheikh Tidiane Sabaly,sn SEN,"FW,MF",Metz,fr Ligue 1,24-336,1999,12.3,324,2364,921,25,22,10,26,11,281,57,Matches
2343,Youri Tielemans,be BEL,"MF,FW",Aston Villa,eng Premier League,26-272,1997,7.3,280,1451,672,12,12,4,6,14,331,30,Matches
2344,Kieran Tierney,sct SCO,DF,Real Sociedad,es La Liga,26-243,1997,8.7,313,1247,677,14,9,2,7,1,348,19,Matches
2345,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,26-209,1997,14.2,234,913,314,9,7,4,39,11,304,57,Matches
2346,Steffen Tigges,de GER,"FW,MF",Köln,de Bundesliga,25-187,1998,4.4,80,366,97,3,2,1,10,4,107,27,Matches
2347,Antonio Tikvić,hr CRO,DF,Udinese,it Serie A,19-288,2004,0,0,0,0,0,0,0,0,0,0,0,Matches
2348,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,22-231,2001,0.5,39,127,86,0,2,0,0,0,39,3,Matches
2349,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,24-035,1999,14.6,1251,6641,3677,14,7,1,10,6,1148,1,Matches
2350,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,28-168,1995,11.2,200,611,261,3,3,0,5,4,255,26,Matches
2351,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,19-176,2004,3,84,424,187,4,5,1,2,2,104,9,Matches
2352,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,29-184,1994,11.6,721,3658,1534,15,30,2,16,12,691,33,Matches
2353,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,29-179,1994,17.9,445,2373,1095,34,22,4,18,9,536,64,Matches
2354,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,33-116,1990,4.8,190,670,333,5,7,0,4,1,191,2,Matches
2355,Raúl de Tomás,es ESP,FW,Rayo Vallecano,es La Liga,29-109,1994,9,179,847,306,9,4,4,30,15,220,46,Matches
2356,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,de Bundesliga,21-232,2002,7.4,189,1098,437,18,11,13,33,14,227,84,Matches
2357,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,25-090,1998,7,341,1493,750,11,10,0,6,3,368,24,Matches
2358,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,34-311,1989,0.1,2,5,2,0,0,0,0,0,3,0,Matches
2359,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,26-046,1997,15.4,816,3846,2127,13,11,1,5,0,926,1,Matches
2360,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,23-271,2000,4.9,191,965,409,11,4,1,4,2,257,21,Matches
2361,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,27-324,1996,2,50,292,198,7,0,5,7,1,58,10,Matches
2362,Pablo Torre,es ESP,"MF,FW",Girona,es La Liga,20-306,2003,4.9,229,1004,483,11,9,2,9,7,280,23,Matches
2363,Raúl Torrente,es ESP,DF,Granada,es La Liga,22-145,2001,11.5,451,2370,1192,2,1,1,0,1,500,2,Matches
2364,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,23-339,2000,10.4,264,1435,645,24,18,12,28,12,375,89,Matches
2365,Óliver Torres,es ESP,MF,Sevilla,es La Liga,29-085,1994,9.7,349,1498,691,24,6,3,13,10,412,71,Matches
2366,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,27-018,1997,16.9,892,5785,3984,31,34,0,6,6,918,14,Matches
