Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
167,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,20-108,2003,15.3,20,11,11,6,3,7,11,63.6,4,14,1,13,5,25,21,1,Matches
168,George Baldock,gr GRE,DF,Sheffield Utd,eng Premier League,30-331,1993,9.3,17,9,9,7,1,6,14,42.9,8,12,8,4,9,26,27,0,Matches
169,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,20-031,2004,6.5,23,11,11,10,2,11,23,47.8,12,14,4,10,10,33,15,1,Matches
170,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,20-031,2004,0.7,6,2,1,4,1,3,4,75,1,0,0,0,2,8,0,0,Matches
171,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,25-008,1999,12.4,37,21,27,9,1,26,32,81.3,6,20,8,12,26,63,54,0,Matches
172,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,32-033,1992,18.1,23,16,11,12,0,12,19,63.2,7,17,6,11,20,43,46,1,Matches
173,Fodé Ballo-Touré,sn SEN,DF,Fulham,eng Premier League,27-031,1997,0.6,2,1,1,1,0,1,1,100,0,1,0,1,3,5,2,0,Matches
174,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,22-215,2001,10.5,7,1,1,5,1,3,10,30,7,4,0,4,2,9,2,0,Matches
175,Jonathan Bamba,ci CIV,"MF,FW",Celta Vigo,es La Liga,27-314,1996,15.6,11,7,4,5,2,1,11,9.1,10,15,0,15,11,22,9,0,Matches
176,Muhamad Bamba,ci CIV,MF,Lorient,fr Ligue 1,22-055,2001,0.2,,0,,,,,,,,,,,0,,,,Matches
177,Samuel Bamba,de GER,FW,Dortmund,de Bundesliga,19-355,2004,0.5,1,1,1,0,0,1,2,50,1,0,0,0,0,1,1,0,Matches
178,Lameck Banda,zm ZAM,FW,Lecce,it Serie A,23-005,2001,11.9,21,17,9,9,3,5,19,26.3,14,18,0,18,3,24,5,0,Matches
179,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,23-298,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
180,Mamady Bangré,bf BFA,"FW,MF",Toulouse,fr Ligue 1,22-233,2001,1.1,4,2,2,2,0,3,4,75,1,0,0,0,4,8,3,0,Matches
181,Mattia Bani,it ITA,DF,Genoa,it Serie A,30-055,1993,15.7,12,4,10,2,0,4,11,36.4,7,33,20,13,10,22,72,1,Matches
182,Léo Baptistão,br BRA,FW,Almería,es La Liga,31-161,1992,12,14,8,6,4,4,5,16,31.3,11,6,1,5,6,20,14,0,Matches
183,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,25-301,1998,2.3,4,4,2,2,0,1,5,20,4,5,1,4,3,7,6,0,Matches
184,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,29-062,1994,2.6,2,1,1,0,1,1,3,33.3,2,4,0,4,0,2,2,0,Matches
185,Francisco Barbosa,es ESP,GK,Betis,es La Liga,24-272,1999,2.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
186,Bradley Barcola,fr FRA,FW,Lyon,fr Ligue 1,21-154,2002,3,5,2,0,2,3,1,7,14.3,6,4,0,4,2,7,0,0,Matches
187,Bradley Barcola,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,21-154,2002,8.7,23,11,10,8,5,5,14,35.7,9,20,2,18,6,29,8,1,Matches
188,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,23-089,2000,17.7,38,21,10,21,7,17,31,54.8,14,27,6,21,29,67,29,0,Matches
189,Nicolò Barella,it ITA,MF,Inter,it Serie A,26-361,1997,17.1,26,15,10,11,5,12,40,30,28,13,0,13,4,30,7,0,Matches
190,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,26-308,1997,2.9,5,2,2,2,1,3,6,50,3,1,1,0,1,6,2,0,Matches
191,Ross Barkley,eng ENG,MF,Luton Town,eng Premier League,30-060,1993,13.8,25,10,7,13,5,5,25,20,20,12,6,6,13,38,25,1,Matches
192,Aymen Barkok,ma MAR,"MF,FW",Mainz 05,de Bundesliga,25-258,1998,3.6,9,5,2,6,1,3,6,50,3,7,0,7,2,11,1,0,Matches
193,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,26-056,1997,2.1,1,0,0,1,0,0,1,0,1,0,0,0,1,2,0,0,Matches
194,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,24-031,2000,15,32,21,8,18,6,12,26,46.2,14,26,10,16,25,57,25,0,Matches
195,Enzo Barrenechea,ar ARG,MF,Frosinone,it Serie A,22-257,2001,19,44,28,18,20,6,19,48,39.6,29,27,6,21,22,66,39,2,Matches
196,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,22-038,2001,9.9,15,7,3,9,3,5,19,26.3,14,7,0,7,5,20,3,0,Matches
197,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,20-233,2003,9,21,12,9,11,1,9,19,47.4,10,12,1,11,14,35,12,1,Matches
198,Davide Bartesaghi,it ITA,"DF,MF",Milan,it Serie A,18-036,2005,0.8,1,0,0,1,0,1,3,33.3,2,1,1,0,0,1,4,0,Matches
199,Marc Bartra,es ESP,DF,Betis,es La Liga,33-019,1991,2.5,4,3,3,1,0,4,5,80,1,3,1,2,3,7,10,0,Matches
200,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,27-136,1996,21.6,13,7,10,3,0,4,8,50,4,28,19,9,18,31,88,0,Matches
201,Steven Baseya,fr FRA,DF,Strasbourg,fr Ligue 1,19-020,2005,0.1,2,1,1,1,0,1,1,100,0,0,0,0,0,2,1,0,Matches
202,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,35-198,1988,3.6,7,2,4,3,0,2,9,22.2,7,9,4,5,5,12,17,0,Matches
203,Toma Bašić,hr CRO,MF,Salernitana,it Serie A,27-070,1996,1.4,4,4,1,2,1,1,2,50,1,3,0,3,2,6,3,0,Matches
204,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,24-034,1999,12.4,22,12,13,8,1,6,10,60,4,17,8,9,21,43,35,3,Matches
205,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,24-296,1999,14.4,27,22,20,4,3,13,21,61.9,8,11,6,5,16,43,30,0,Matches
206,Simone Bastoni,it ITA,"DF,MF",Empoli,it Serie A,27-090,1996,3.9,14,8,9,4,1,8,13,61.5,5,6,0,6,8,22,16,0,Matches
207,Augusto Batalla,ar ARG,GK,Granada,es La Liga,27-279,1996,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
208,Daniel Batz,de GER,GK,Mainz 05,de Bundesliga,33-022,1991,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
209,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23-359,2000,5.5,9,5,5,4,0,3,9,33.3,6,8,7,1,8,17,24,1,Matches
210,Elias Baum,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,18-100,2005,0.2,1,0,0,0,1,0,0,,0,1,1,0,0,1,0,0,Matches
211,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,33-246,1990,19,1,1,1,0,0,1,1,100,0,0,0,0,0,1,9,1,Matches
212,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,24-186,1999,8.6,19,11,6,9,4,12,28,42.9,16,15,1,14,4,23,7,0,Matches
213,Bebé,cv CPV,"MF,FW",Rayo Vallecano,es La Liga,33-206,1990,1.6,2,2,1,1,0,1,4,25,3,1,0,1,0,2,0,0,Matches
214,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,29-286,1994,8.7,14,8,6,6,2,6,12,50,6,7,0,7,7,21,8,0,Matches
215,Mohamed Bechikh,fr FRA,MF,Strasbourg,fr Ligue 1,18-205,2005,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
216,Adrian Beck,de GER,MF,Heidenheim,de Bundesliga,26-239,1997,8.6,20,11,6,12,2,8,19,42.1,11,10,0,10,3,23,10,0,Matches
217,Owen Beck,wls WAL,DF,Liverpool,eng Premier League,21-178,2002,0.1,2,1,1,1,0,0,0,,0,0,0,0,0,2,1,0,Matches
218,Sheraldo Becker,sr SUR,FW,Real Sociedad,es La Liga,28-359,1995,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
219,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,28-359,1995,7.2,3,3,0,2,1,0,2,0,2,2,0,2,0,3,2,0,Matches
220,Chris Bedia,ci CIV,FW,Union Berlin,de Bundesliga,27-335,1996,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
221,Donny van de Beek,nl NED,DF,Manchester Utd,eng Premier League,26-291,1997,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
222,Donny van de Beek,nl NED,"MF,FW",Eint Frankfurt,de Bundesliga,26-291,1997,1.9,3,1,0,1,2,1,3,33.3,2,1,1,0,0,3,0,0,Matches
223,Yanis Begraoui,ma MAR,"FW,MF",Toulouse,fr Ligue 1,22-214,2001,3.3,5,3,1,3,1,3,9,33.3,6,4,0,4,5,10,5,0,Matches
224,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,33-000,1991,14,13,10,3,7,3,1,4,25,3,7,2,5,6,19,19,0,Matches
225,Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,21-109,2002,13.2,8,4,2,4,2,2,6,33.3,4,9,0,9,0,8,6,0,Matches
226,Jérémie Bela,ao ANG,MF,Clermont Foot,fr Ligue 1,30-301,1993,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
227,Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,19-247,2004,0.3,1,0,0,1,0,1,1,100,0,0,0,0,0,1,0,0,Matches
228,Amari'i Bell,jm JAM,DF,Luton Town,eng Premier League,29-274,1994,15.1,36,23,23,13,0,18,27,66.7,9,24,10,14,19,55,49,0,Matches
229,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,32-163,1991,7.4,8,8,7,1,0,4,8,50,4,7,5,2,6,14,30,0,Matches
230,Alaa Bellaarouch,ma MAR,GK,Strasbourg,fr Ligue 1,22-033,2002,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
231,Raoul Bellanova,it ITA,DF,Torino,it Serie A,23-262,2000,17.8,17,12,6,9,2,7,14,50,7,12,2,10,10,27,18,0,Matches
232,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,25-221,1998,6.7,13,7,7,5,1,5,11,45.5,6,12,2,10,5,18,8,0,Matches
233,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,25-221,1998,3,5,3,3,2,0,3,6,50,3,4,0,4,4,9,0,0,Matches
234,Héctor Bellerín,es ESP,DF,Betis,es La Liga,28-321,1995,12.4,15,10,7,5,3,11,30,36.7,19,9,4,5,14,29,24,0,Matches
235,Jude Bellingham,eng ENG,"MF,FW",Real Madrid,es La Liga,20-219,2003,18.2,27,22,7,14,6,10,24,41.7,14,40,5,35,17,44,12,0,Matches
236,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,18-351,2005,10.8,22,15,15,7,0,14,18,77.8,4,10,6,4,11,33,31,0,Matches
237,Andrea Belotti,it ITA,FW,Fiorentina,it Serie A,30-045,1993,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Matches
238,Andrea Belotti,it ITA,FW,Roma,it Serie A,30-045,1993,7.5,8,4,2,3,3,3,6,50,3,7,0,7,2,10,3,0,Matches
239,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,25-000,1999,12.1,22,14,8,10,4,10,30,33.3,20,10,0,10,10,32,12,0,Matches
240,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,22-311,2001,11,16,10,4,9,3,5,8,62.5,3,18,3,15,0,16,8,0,Matches
241,Eliesse Ben Seghir,fr FRA,"MF,DF",Monaco,fr Ligue 1,18-352,2005,0.4,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
242,Anis Ben Slimane,tn TUN,MF,Sheffield Utd,eng Premier League,22-324,2001,4.1,8,5,3,1,4,3,8,37.5,5,5,1,4,4,12,6,0,Matches
243,Wissam Ben Yedder,fr FRA,"FW,MF",Monaco,fr Ligue 1,33-175,1990,13.3,3,3,0,2,1,0,6,0,6,8,0,8,5,8,1,0,Matches
244,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,25-310,1998,5.8,30,18,10,14,6,10,17,58.8,7,6,4,2,12,42,16,0,Matches
245,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,26-064,1997,2.2,4,3,1,3,0,0,2,0,2,3,0,3,1,5,2,0,Matches
246,Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,28-177,1995,6.9,8,4,5,3,0,4,15,26.7,11,8,0,8,5,13,7,0,Matches
247,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,28-293,1995,11.3,33,20,20,11,2,23,33,69.7,10,22,7,15,16,49,37,0,Matches
248,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,29-071,1994,8.5,28,20,15,11,2,10,20,50,10,12,3,9,15,43,12,0,Matches
249,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,26-223,1997,3.1,7,4,5,1,1,4,8,50,4,4,1,3,3,10,8,0,Matches
250,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,30-205,1993,2.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
251,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,20-071,2003,2,5,2,3,2,0,2,8,25,6,4,1,3,3,8,4,0,Matches
252,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,29-186,1994,15.2,16,8,6,9,1,2,20,10,18,17,0,17,13,29,9,0,Matches
253,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,33-358,1990,13.4,21,16,8,10,3,13,20,65,7,13,5,8,15,36,42,0,Matches
254,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,28-214,1995,8.3,9,6,4,4,1,1,8,12.5,7,11,0,11,1,10,9,0,Matches
255,Bartosz Bereszyński,pl POL,DF,Empoli,it Serie A,31-206,1992,8,20,10,12,6,2,11,17,64.7,6,7,3,4,7,27,23,0,Matches
256,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,33-099,1990,9.8,12,4,5,5,2,7,15,46.7,8,10,0,10,13,25,12,0,Matches
257,Sander Berge,no NOR,MF,Burnley,eng Premier League,25-354,1998,17.4,37,21,20,15,2,21,39,53.8,18,26,11,15,13,50,27,1,Matches
258,Etrit Berisha,al ALB,GK,Empoli,it Serie A,34-330,1989,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,1,Matches
259,Mergim Berisha,de GER,FW,Hoffenheim,de Bundesliga,25-268,1998,1.6,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,Matches
260,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,25-268,1998,1.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,Matches
261,Isaac Bernal,es ESP,FW,Sevilla,es La Liga,23-261,2000,2.3,,0,,,,,,,,,,,0,,,,Matches
262,Bernardo,br BRA,DF,Bochum,de Bundesliga,28-265,1995,18,53,33,34,16,3,21,36,58.3,15,38,14,24,33,86,65,1,Matches
263,Victor Bernth Kristiansen,dk DEN,DF,Bologna,it Serie A,21-049,2002,11.9,22,16,11,9,2,7,15,46.7,8,15,2,13,5,27,22,0,Matches
264,Matúš Bero,sk SVK,"MF,FW",Bochum,de Bundesliga,28-150,1995,9.4,16,11,9,4,3,9,22,40.9,13,14,0,14,3,19,8,0,Matches
265,Luke Berry,eng ENG,MF,Luton Town,eng Premier League,31-206,1992,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
266,Jan-Niklas Beste,de GER,"FW,MF",Heidenheim,de Bundesliga,25-030,1999,16.7,34,19,12,11,11,12,28,42.9,16,30,1,29,13,47,18,0,Matches
267,Beto,gw GNB,FW,Everton,eng Premier League,26-003,1998,6.1,11,5,1,6,4,3,9,33.3,6,7,0,7,0,11,9,0,Matches
268,Beto,gw GNB,FW,Udinese,it Serie A,26-003,1998,0.8,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
269,Davide Bettella,it ITA,MF,Monza,it Serie A,23-302,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
270,Sam Beukema,nl NED,DF,Bologna,it Serie A,25-078,1998,16.6,23,10,13,9,1,15,21,71.4,6,18,10,8,11,34,57,0,Matches
271,Jordan Beyer,de GER,DF,Burnley,eng Premier League,23-260,2000,13.7,35,20,22,12,1,14,24,58.3,10,22,15,7,16,51,68,1,Matches
272,Jaka Bijol,si SVN,DF,Udinese,it Serie A,24-363,1999,13,26,16,22,4,0,13,23,56.5,10,17,11,6,14,40,68,1,Matches
273,Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,27-237,1996,13.1,27,13,4,19,4,8,23,34.8,15,27,5,22,16,43,25,1,Matches
274,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,31-155,1992,15.4,32,21,12,17,3,22,41,53.7,19,21,4,17,11,43,23,0,Matches
275,Davide Biraschi,it ITA,DF,Genoa,it Serie A,29-216,1994,1,3,3,1,2,0,1,3,33.3,2,0,0,0,2,5,5,0,Matches
276,Samuele Birindelli,it ITA,DF,Monza,it Serie A,24-199,1999,8.4,15,9,8,5,2,7,11,63.6,4,16,6,10,9,24,19,0,Matches
277,Tom Bischof,de GER,"MF,FW",Hoffenheim,de Bundesliga,18-220,2005,1.7,7,4,5,1,1,1,8,12.5,7,1,0,1,1,8,2,0,Matches
278,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,27-157,1996,13.4,50,31,21,21,8,27,38,71.1,11,17,4,13,20,70,26,2,Matches
279,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,30-046,1993,9.5,23,12,13,8,2,7,22,31.8,15,12,0,12,8,31,4,0,Matches
280,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,32-330,1991,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,1,Matches
281,Antonio Blanco,es ESP,MF,Alavés,es La Liga,23-195,2000,14.8,37,23,20,15,2,18,43,41.9,25,13,0,13,19,56,17,0,Matches
282,Rubén Blanco,es ESP,GK,Marseille,fr Ligue 1,28-193,1995,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
283,Hendry Blank,de GER,DF,Dortmund,de Bundesliga,19-166,2004,0.5,1,0,1,0,0,1,1,100,0,1,0,1,0,1,4,0,Matches
284,Ludovic Blas,fr FRA,"FW,MF",Rennes,fr Ligue 1,26-034,1997,10.9,15,8,6,9,0,7,17,41.2,10,13,1,12,5,20,4,0,Matches
285,Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,32-277,1991,19,1,1,1,0,0,0,0,,0,0,0,0,0,1,6,3,Matches
286,Alexis Blin,fr FRA,"MF,DF",Lecce,it Serie A,27-140,1996,7.1,16,9,6,10,0,9,20,45,11,8,1,7,10,26,15,0,Matches
287,Daley Blind,nl NED,DF,Girona,es La Liga,33-331,1990,21,32,13,20,11,1,19,30,63.3,11,29,13,16,15,47,80,0,Matches
288,Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,23-020,2001,0.9,2,2,0,1,1,1,2,50,1,2,0,2,0,2,0,0,Matches
289,Benicio Boaitey,eng ENG,"DF,FW",Brighton,eng Premier League,20-025,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
290,Oscar Bobb,no NOR,"FW,MF",Manchester City,eng Premier League,20-206,2003,1.3,3,0,1,0,2,1,1,100,0,2,0,2,1,4,1,0,Matches
291,Jeremie Boga,ci CIV,FW,Nice,fr Ligue 1,27-031,1997,11.3,7,4,1,6,0,4,11,36.4,7,14,1,13,2,9,2,0,Matches
292,Jayden Bogle,eng ENG,DF,Sheffield Utd,eng Premier League,23-191,2000,15.5,37,19,24,11,2,20,43,46.5,23,22,5,17,21,58,49,0,Matches
293,Emil Bohinen,no NOR,FW,Genoa,it Serie A,24-328,1999,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
294,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,24-328,1999,5.9,8,6,5,3,0,2,10,20,8,8,2,6,14,22,6,1,Matches
295,Adama Bojang,gm GAM,FW,Reims,fr Ligue 1,19-251,2004,0.2,1,0,0,0,1,0,0,,0,1,0,1,0,1,0,0,Matches
296,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,25-043,1998,16.5,39,27,12,23,4,21,31,67.7,10,17,8,9,11,50,22,2,Matches
297,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,33-000,1991,11.1,30,18,26,4,0,13,23,56.5,10,19,14,5,20,50,68,0,Matches
298,Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,34-165,1989,17.1,15,7,2,5,8,3,11,27.3,8,14,0,14,8,23,4,0,Matches
299,Federico Bonazzoli,it ITA,"FW,MF",Hellas Verona,it Serie A,26-258,1997,6.8,1,0,0,1,0,0,4,0,4,5,0,5,2,3,1,0,Matches
300,Warren Bondo,fr FRA,MF,Monza,it Serie A,20-141,2003,4.6,10,6,4,5,1,5,6,83.3,1,5,1,4,3,13,3,0,Matches
301,Giovanni Bonfanti,it ITA,DF,Atalanta,it Serie A,21-017,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
302,Victor Boniface,ng NGA,FW,Leverkusen,de Bundesliga,23-042,2000,14.2,6,4,0,1,5,1,4,25,3,5,0,5,0,6,10,0,Matches
303,Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,27-260,1996,1,4,0,0,4,0,1,2,50,1,0,0,0,0,4,7,1,Matches
304,Kevin Bonifazi,it ITA,DF,Frosinone,it Serie A,27-260,1996,1,3,2,0,3,0,0,1,0,1,1,0,1,1,4,6,0,Matches
305,Leonardo Bonucci,it ITA,DF,Union Berlin,de Bundesliga,36-278,1987,5.1,6,5,2,4,0,4,4,100,0,5,3,2,7,13,16,0,Matches
306,Ângelo Borges,br BRA,"FW,MF",Strasbourg,fr Ligue 1,19-044,2004,10.8,23,11,9,7,7,11,30,36.7,19,17,0,17,8,31,1,0,Matches
307,Neto Borges,br BRA,DF,Clermont Foot,fr Ligue 1,27-143,1996,15,26,14,11,12,3,15,34,44.1,19,14,3,11,29,55,32,0,Matches
308,Yvandro Borges Sanches,lu LUX,"MF,FW",M'Gladbach,de Bundesliga,19-255,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
309,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,24-318,1999,7.2,11,4,9,2,0,8,11,72.7,3,14,8,6,11,22,37,0,Matches
310,Rafael Borré,co COL,FW,Werder Bremen,de Bundesliga,28-141,1995,10.4,10,7,2,4,4,5,16,31.3,11,6,0,6,2,12,10,0,Matches
311,Gennaro Borrelli,it ITA,FW,Frosinone,it Serie A,23-330,2000,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
312,Adri Bosch,es ESP,DF,Granada,es La Liga,22-239,2001,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
313,Erik Botheim,no NOR,"FW,MF",Salernitana,it Serie A,24-024,2000,3.5,2,0,2,0,0,0,1,0,1,3,0,3,0,2,2,0,Matches
314,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,24-022,2000,9.5,11,9,8,3,0,5,8,62.5,3,11,10,1,6,17,34,2,Matches
315,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,16-124,2007,0.9,5,2,5,0,0,1,4,25,3,2,0,2,1,6,2,0,Matches
316,Badredine Bouanani,dz ALG,FW,Nice,fr Ligue 1,19-057,2004,1.8,3,2,1,1,1,3,4,75,1,5,0,5,3,6,0,0,Matches
317,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,24-133,1999,8.9,21,9,6,12,3,11,15,73.3,4,7,0,7,5,26,3,0,Matches
318,Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,32-304,1991,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
319,Mehdi Bourabia,ma MAR,MF,Frosinone,it Serie A,32-180,1991,2.2,5,4,1,4,0,2,4,50,2,3,0,3,0,5,4,0,Matches
320,Benjamin Bourigeaud,fr FRA,"MF,DF",Rennes,fr Ligue 1,30-020,1994,15.3,21,12,11,6,4,10,26,38.5,16,17,2,15,16,37,24,0,Matches
321,Bilal Boutobba,fr FRA,"MF,FW",Clermont Foot,fr Ligue 1,25-158,1998,5,9,5,3,3,3,3,8,37.5,5,3,0,3,5,14,0,0,Matches
322,Hugo Boutsingkham,fr FRA,FW,Nantes,fr Ligue 1,21-014,2003,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
323,Edoardo Bove,it ITA,MF,Roma,it Serie A,21-263,2002,14.2,47,26,11,26,10,24,39,61.5,15,21,1,20,6,53,7,1,Matches
324,Jarrod Bowen,eng ENG,FW,West Ham,eng Premier League,27-045,1996,21,26,16,11,7,8,9,19,47.4,10,29,5,24,15,41,11,0,Matches
325,Lucas Boyé,ar ARG,FW,Granada,es La Liga,27-340,1996,15.5,31,19,8,17,6,9,20,45,11,23,3,20,4,35,29,0,Matches
326,Domagoj Bradarić,hr CRO,DF,Salernitana,it Serie A,24-055,1999,18.7,25,16,9,10,6,12,18,66.7,6,12,4,8,23,48,38,1,Matches
327,Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,20-209,2003,1.7,6,4,1,4,1,4,6,66.7,2,5,0,5,1,7,5,0,Matches
328,Bilal Brahimi,dz ALG,FW,Nice,fr Ligue 1,23-326,2000,0.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Matches
329,Bilal Brahimi,dz ALG,"FW,MF",Brest,fr Ligue 1,23-326,2000,2,0,0,0,0,0,0,3,0,3,2,0,2,0,0,0,0,Matches
330,Juan Brandáriz,es ESP,DF,Almería,es La Liga,24-338,1999,17.4,27,17,18,9,0,14,19,73.7,5,26,18,8,11,38,62,0,Matches
331,Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,27-277,1996,14.8,13,11,7,6,0,7,19,36.8,12,12,2,10,7,20,11,0,Matches
332,Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,21-221,2002,19,41,21,26,14,1,28,34,82.4,6,24,15,9,33,74,91,1,Matches
333,Darko Brašanac,rs SRB,MF,Osasuna,es La Liga,31-356,1992,0.5,1,0,1,0,0,1,1,100,0,1,0,1,0,1,0,0,Matches
334,Lilian Brassier,fr FRA,DF,Brest,fr Ligue 1,24-093,1999,16.7,19,11,12,7,0,9,15,60,6,15,12,3,29,48,45,0,Matches
335,Claudio Bravo,cl CHI,GK,Betis,es La Liga,40-296,1983,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,Matches
336,Tim Breithaupt,de GER,MF,Augsburg,de Bundesliga,21-361,2002,2.9,5,3,4,1,0,4,6,66.7,2,4,2,2,1,6,5,0,Matches
337,Josip Brekalo,hr CRO,FW,Fiorentina,it Serie A,25-225,1998,7.2,8,6,6,2,0,2,11,18.2,9,7,0,7,1,9,0,0,Matches
