Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,shortCmp,shortAtt,shortCmp%,longCmp,longAtt,longCmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
212,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,24-186,1999,8.6,230,308,74.7,3227,918,124,154,80.5,10,17,58.8,1,1,1.1,0,12,25,9,1,37,Matches
213,Bebé,cv CPV,"MF,FW",Rayo Vallecano,es La Liga,33-206,1990,1.6,39,70,55.7,764,250,17,26,65.4,7,20,35,0,0.2,0.4,-0.2,2,4,4,3,5,Matches
214,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,29-286,1994,8.7,187,268,69.8,2806,916,104,130,80,11,22,50,0,0.2,0.6,-0.2,5,7,6,2,19,Matches
215,Mohamed Bechikh,fr FRA,MF,Strasbourg,fr Ligue 1,18-205,2005,0,4,4,100,64,5,2,2,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
216,Adrian Beck,de GER,MF,Heidenheim,de Bundesliga,26-239,1997,8.6,247,339,72.9,3872,761,132,170,77.6,14,24,58.3,1,0.8,0.5,0.2,11,17,3,0,18,Matches
217,Owen Beck,wls WAL,DF,Liverpool,eng Premier League,21-178,2002,0.1,3,4,75,31,1,2,3,66.7,0,0,,0,0,0,0,0,0,0,0,0,Matches
218,Sheraldo Becker,sr SUR,FW,Real Sociedad,es La Liga,28-359,1995,0.3,0,6,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,Matches
219,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,28-359,1995,7.2,183,280,65.4,3161,770,92,117,78.6,18,36,50,1,1.8,1.6,-0.8,12,15,12,7,20,Matches
220,Chris Bedia,ci CIV,FW,Union Berlin,de Bundesliga,27-335,1996,0.1,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
221,Donny van de Beek,nl NED,DF,Manchester Utd,eng Premier League,26-291,1997,0,1,1,100,7,0,1,1,100,0,0,,0,0.1,0,-0.1,1,0,0,0,0,Matches
222,Donny van de Beek,nl NED,"MF,FW",Eint Frankfurt,de Bundesliga,26-291,1997,1.9,39,50,78,501,115,23,25,92,1,4,25,0,0,0.2,0,1,4,1,0,3,Matches
223,Yanis Begraoui,ma MAR,"FW,MF",Toulouse,fr Ligue 1,22-214,2001,3.3,70,97,72.2,881,201,37,45,82.2,0,2,0,0,0.1,0.1,-0.1,2,8,1,0,8,Matches
224,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,33-000,1991,14,215,336,64,3380,842,116,162,71.6,22,34,64.7,0,0.9,1.2,-0.9,16,24,7,0,45,Matches
225,Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,21-109,2002,13.2,154,240,64.2,1871,352,90,120,75,4,9,44.4,1,0.6,1,0.4,10,4,11,2,16,Matches
226,Jérémie Bela,ao ANG,MF,Clermont Foot,fr Ligue 1,30-301,1993,0.5,20,27,74.1,286,105,10,10,100,0,2,0,0,0.1,0.1,-0.1,2,4,1,1,5,Matches
227,Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,19-247,2004,0.3,13,15,86.7,183,17,9,10,90,0,0,,0,0,0,0,0,1,1,0,1,Matches
228,Amari'i Bell,jm JAM,DF,Luton Town,eng Premier League,29-274,1994,15.1,463,612,75.7,7685,3137,243,281,86.5,37,93,39.8,0,0.4,0.4,-0.4,7,45,3,0,49,Matches
229,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,32-163,1991,7.4,297,370,80.3,5526,2509,122,137,89.1,31,60,51.7,0,0.1,0.3,-0.1,1,16,3,1,23,Matches
230,Alaa Bellaarouch,ma MAR,GK,Strasbourg,fr Ligue 1,22-033,2002,1,14,23,60.9,380,235,3,3,100,3,9,33.3,0,0,0,0,0,0,0,0,0,Matches
231,Raoul Bellanova,it ITA,DF,Torino,it Serie A,23-262,2000,17.8,625,815,76.7,10442,2952,305,343,88.9,53,95,55.8,3,2,1.9,1,18,25,16,12,48,Matches
232,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,25-221,1998,6.7,157,204,77,2287,553,92,102,90.2,10,20,50,1,0.5,0.6,0.5,7,12,3,0,26,Matches
233,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,25-221,1998,3,67,96,69.8,1138,298,30,38,78.9,5,10,50,2,1.5,1.1,0.5,3,10,1,0,11,Matches
234,Héctor Bellerín,es ESP,DF,Betis,es La Liga,28-321,1995,12.4,478,616,77.6,7541,3297,243,280,86.8,24,55,43.6,0,0.9,0.9,-0.9,10,36,11,3,56,Matches
235,Jude Bellingham,eng ENG,"MF,FW",Real Madrid,es La Liga,20-219,2003,18.2,916,1046,87.6,12964,2683,590,637,92.6,43,53,81.1,3,3.2,2.9,-0.2,32,90,35,1,137,Matches
236,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,18-351,2005,10.8,530,601,88.2,10095,2556,158,183,86.3,55,71,77.5,0,0.1,0.2,-0.1,1,37,2,1,36,Matches
237,Andrea Belotti,it ITA,FW,Fiorentina,it Serie A,30-045,1993,0.5,3,10,30,39,12,3,6,50,0,1,0,0,0,0,0,0,0,0,0,0,Matches
238,Andrea Belotti,it ITA,FW,Roma,it Serie A,30-045,1993,7.5,115,155,74.2,1521,212,72,86,83.7,5,7,71.4,2,1.2,0.9,0.8,8,2,1,0,8,Matches
239,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,25-000,1999,12.1,439,517,84.9,7278,2082,199,226,88.1,28,47,59.6,0,0.1,0.5,-0.1,4,43,5,1,50,Matches
240,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,22-311,2001,11,177,225,78.7,2309,510,111,130,85.4,8,10,80,1,0.9,0.9,0.1,15,14,8,0,22,Matches
241,Eliesse Ben Seghir,fr FRA,"MF,DF",Monaco,fr Ligue 1,18-352,2005,0.4,19,23,82.6,291,48,12,13,92.3,1,2,50,0,0,0,0,0,2,0,0,1,Matches
242,Anis Ben Slimane,tn TUN,MF,Sheffield Utd,eng Premier League,22-324,2001,4.1,74,116,63.8,1075,317,39,58,67.2,4,5,80,0,0.3,0.1,-0.3,3,5,2,0,9,Matches
243,Wissam Ben Yedder,fr FRA,"FW,MF",Monaco,fr Ligue 1,33-175,1990,13.3,269,361,74.5,3575,891,169,207,81.6,8,16,50,1,1.3,2.6,-0.3,17,22,18,1,49,Matches
244,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,25-310,1998,5.8,147,225,65.3,2739,945,70,90,77.8,20,42,47.6,1,0.1,0.1,0.9,2,25,3,0,26,Matches
245,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,26-064,1997,2.2,112,128,87.5,1665,419,62,68,91.2,8,12,66.7,1,0.6,0.1,0.4,3,6,1,0,9,Matches
246,Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,28-177,1995,6.9,193,257,75.1,2587,504,116,138,84.1,8,15,53.3,1,1.4,0.8,-0.4,11,11,11,2,28,Matches
247,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,28-293,1995,11.3,699,843,82.9,11398,3591,343,382,89.8,44,77,57.1,0,0.4,0.9,-0.4,6,62,9,1,74,Matches
248,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,29-071,1994,8.5,428,506,84.6,7587,2332,195,229,85.2,49,67,73.1,0,0.2,0.2,-0.2,2,45,2,0,51,Matches
249,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,26-223,1997,3.1,171,212,80.7,2689,741,86,95,90.5,9,16,56.3,0,0.1,0.5,-0.1,2,24,2,0,16,Matches
250,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,30-205,1993,2.8,59,87,67.8,1393,962,19,19,100,16,44,36.4,0,0,0,0,0,0,0,0,0,Matches
251,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,20-071,2003,2,128,150,85.3,2313,935,37,43,86,7,15,46.7,0,0,0.1,0,0,8,1,0,7,Matches
252,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,29-186,1994,15.2,396,613,64.6,7741,2164,181,232,78,68,130,52.3,3,2.9,2.5,0.1,25,45,27,5,78,Matches
253,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,33-358,1990,13.4,658,824,79.9,10865,4405,325,374,86.9,41,78,52.6,1,0.9,1.3,0.1,8,67,7,5,89,Matches
254,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,28-214,1995,8.3,197,319,61.8,3031,889,115,141,81.6,19,63,30.2,1,2.3,2.2,-1.3,19,5,9,6,13,Matches
255,Bartosz Bereszyński,pl POL,DF,Empoli,it Serie A,31-206,1992,8,314,394,79.7,5108,2171,170,187,90.9,25,42,59.5,1,0.2,0.2,0.8,5,34,4,2,35,Matches
256,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,33-099,1990,9.8,287,389,73.8,5452,1692,116,130,89.2,44,87,50.6,2,2.2,2,-0.2,27,30,14,4,44,Matches
257,Sander Berge,no NOR,MF,Burnley,eng Premier League,25-354,1998,17.4,604,699,86.4,10197,2084,278,310,89.7,50,67,74.6,1,0.9,0.5,0.1,12,49,4,1,68,Matches
258,Etrit Berisha,al ALB,GK,Empoli,it Serie A,34-330,1989,14,339,494,68.6,8491,5766,73,73,100,81,228,35.5,0,0,0,0,0,6,0,0,0,Matches
259,Mergim Berisha,de GER,FW,Hoffenheim,de Bundesliga,25-268,1998,1.6,22,33,66.7,290,91,11,15,73.3,1,2,50,0,0.3,0.1,-0.3,2,2,1,0,3,Matches
260,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,25-268,1998,1.4,10,14,71.4,142,73,6,8,75,1,1,100,0,0.1,0.1,-0.1,2,1,1,1,1,Matches
261,Isaac Bernal,es ESP,FW,Sevilla,es La Liga,23-261,2000,2.3,,,,,,,,,,,,0,,,,,,,,,Matches
262,Bernardo,br BRA,DF,Bochum,de Bundesliga,28-265,1995,18,629,865,72.7,11625,4483,261,315,82.9,66,144,45.8,0,0.3,0.3,-0.3,7,55,5,2,50,Matches
263,Victor Bernth Kristiansen,dk DEN,DF,Bologna,it Serie A,21-049,2002,11.9,624,749,83.3,9866,3497,339,370,91.6,30,59,50.8,1,1.5,0.7,-0.5,14,61,11,4,56,Matches
264,Matúš Bero,sk SVK,"MF,FW",Bochum,de Bundesliga,28-150,1995,9.4,164,241,68,2447,742,90,120,75,11,24,45.8,0,0.5,0.5,-0.5,5,11,4,1,17,Matches
265,Luke Berry,eng ENG,MF,Luton Town,eng Premier League,31-206,1992,0.5,3,6,50,41,8,2,3,66.7,0,0,,0,0,0,0,0,0,0,0,0,Matches
266,Jan-Niklas Beste,de GER,"FW,MF",Heidenheim,de Bundesliga,25-030,1999,16.7,318,533,59.7,5991,2670,145,180,80.6,60,132,45.5,7,3.3,3.8,3.7,41,15,14,6,37,Matches
267,Beto,gw GNB,FW,Everton,eng Premier League,26-003,1998,6.1,59,107,55.1,730,150,34,54,63,2,3,66.7,0,0.8,0.1,-0.8,9,6,2,0,8,Matches
268,Beto,gw GNB,FW,Udinese,it Serie A,26-003,1998,0.8,10,11,90.9,128,26,7,8,87.5,0,0,,0,0.3,0,-0.3,6,1,0,0,2,Matches
269,Davide Bettella,it ITA,MF,Monza,it Serie A,23-302,2000,0,3,5,60,55,0,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
270,Sam Beukema,nl NED,DF,Bologna,it Serie A,25-078,1998,16.6,1037,1166,88.9,19233,7072,386,411,93.9,77,129,59.7,1,0.8,0.4,0.2,5,49,3,0,44,Matches
271,Jordan Beyer,de GER,DF,Burnley,eng Premier League,23-260,2000,13.7,766,861,89,14232,3759,270,298,90.6,64,92,69.6,1,0.3,0.2,0.7,3,28,1,0,25,Matches
272,Jaka Bijol,si SVN,DF,Udinese,it Serie A,24-363,1999,13,426,531,80.2,8706,4070,136,158,86.1,63,103,61.2,0,0.2,0.3,-0.2,2,28,2,0,35,Matches
273,Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,27-237,1996,13.1,323,421,76.7,4738,1347,191,228,83.8,25,42,59.5,2,2.5,1.8,-0.5,18,26,14,4,39,Matches
274,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,31-155,1992,15.4,871,1169,74.5,15825,5479,367,401,91.5,96,211,45.5,2,0.9,1.5,1.1,16,85,12,7,89,Matches
275,Davide Biraschi,it ITA,DF,Genoa,it Serie A,29-216,1994,1,31,37,83.8,684,308,6,7,85.7,7,9,77.8,0,0,0,0,0,2,1,0,5,Matches
276,Samuele Birindelli,it ITA,DF,Monza,it Serie A,24-199,1999,8.4,321,388,82.7,5400,1288,164,180,91.1,29,43,67.4,1,2,1.5,-1,11,10,11,5,23,Matches
277,Tom Bischof,de GER,"MF,FW",Hoffenheim,de Bundesliga,18-220,2005,1.7,75,94,79.8,1271,480,38,44,86.4,5,9,55.6,1,0.7,0.7,0.3,4,11,3,2,15,Matches
278,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,27-157,1996,13.4,961,1056,91,14103,3966,528,564,93.6,32,41,78,0,0.3,1.2,-0.3,6,82,8,0,88,Matches
279,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,30-046,1993,9.5,325,408,79.7,5291,1245,158,177,89.3,26,51,51,1,1.2,1.4,-0.2,10,27,8,2,38,Matches
280,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,32-330,1991,19,498,669,74.4,15879,11928,51,51,100,206,374,55.1,0,0.1,0,-0.1,2,11,0,0,1,Matches
281,Antonio Blanco,es ESP,MF,Alavés,es La Liga,23-195,2000,14.8,454,581,78.1,7577,3084,220,248,88.7,40,75,53.3,0,0.6,0.5,-0.6,12,51,9,4,73,Matches
282,Rubén Blanco,es ESP,GK,Marseille,fr Ligue 1,28-193,1995,0.3,7,12,58.3,293,270,1,1,100,4,9,44.4,0,0,0,0,0,2,0,0,1,Matches
283,Hendry Blank,de GER,DF,Dortmund,de Bundesliga,19-166,2004,0.5,58,59,98.3,1016,285,26,26,100,5,6,83.3,0,0,0,0,0,1,0,0,1,Matches
284,Ludovic Blas,fr FRA,"FW,MF",Rennes,fr Ligue 1,26-034,1997,10.9,228,294,77.6,3963,1008,88,103,85.4,22,36,61.1,1,0.6,0.9,0.4,9,23,6,0,34,Matches
285,Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,32-277,1991,19,765,883,86.6,17617,9426,166,169,98.2,152,261,58.2,0,0.1,0.1,-0.1,1,10,0,0,3,Matches
286,Alexis Blin,fr FRA,"MF,DF",Lecce,it Serie A,27-140,1996,7.1,219,268,81.7,3691,1060,100,113,88.5,16,24,66.7,2,0.5,0.1,1.5,2,22,2,1,18,Matches
287,Daley Blind,nl NED,DF,Girona,es La Liga,33-331,1990,21,1446,1626,88.9,24900,10494,659,690,95.5,87,153,56.9,2,0.7,1.1,1.3,9,175,20,2,145,Matches
288,Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,23-020,2001,0.9,10,15,66.7,114,23,5,10,50,1,1,100,0,0,0,0,0,0,0,0,1,Matches
289,Benicio Boaitey,eng ENG,"DF,FW",Brighton,eng Premier League,20-025,2004,0.2,8,13,61.5,113,19,5,8,62.5,0,0,,0,0,0,0,0,0,0,0,1,Matches
290,Oscar Bobb,no NOR,"FW,MF",Manchester City,eng Premier League,20-206,2003,1.3,57,65,87.7,746,176,41,41,100,1,1,100,1,0.6,0.9,0.4,3,1,9,0,12,Matches
291,Jeremie Boga,ci CIV,FW,Nice,fr Ligue 1,27-031,1997,11.3,287,383,74.9,4461,983,158,184,85.9,20,45,44.4,2,1.7,1.7,0.3,14,13,16,2,38,Matches
292,Jayden Bogle,eng ENG,DF,Sheffield Utd,eng Premier League,23-191,2000,15.5,373,537,69.5,5479,1809,227,263,86.3,20,60,33.3,0,0.7,0.7,-0.7,6,17,12,5,25,Matches
293,Emil Bohinen,no NOR,FW,Genoa,it Serie A,24-328,1999,0,1,1,100,2,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
294,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,24-328,1999,5.9,262,333,78.7,4069,1031,130,153,85,16,24,66.7,0,0.2,0.1,-0.2,5,18,2,0,26,Matches
295,Adama Bojang,gm GAM,FW,Reims,fr Ligue 1,19-251,2004,0.2,6,13,46.2,57,25,5,8,62.5,0,0,,0,0,0,0,0,0,0,0,1,Matches
296,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,25-043,1998,16.5,728,790,92.2,13408,3415,271,291,93.1,71,85,83.5,0,0.4,0.4,-0.4,13,74,4,1,74,Matches
297,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,33-000,1991,11.1,390,520,75,6906,2935,166,185,89.7,30,77,39,0,1,0.7,-1,5,24,7,0,22,Matches
298,Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,34-165,1989,17.1,638,787,81.1,10553,2539,308,350,88,64,104,61.5,2,2.3,4,-0.3,25,63,29,8,93,Matches
299,Federico Bonazzoli,it ITA,"FW,MF",Hellas Verona,it Serie A,26-258,1997,6.8,174,223,78,2820,359,103,122,84.4,20,20,100,0,0.2,0.3,-0.2,5,15,4,0,19,Matches
300,Warren Bondo,fr FRA,MF,Monza,it Serie A,20-141,2003,4.6,149,176,84.7,2356,402,74,77,96.1,4,5,80,0,0,0.1,0,1,14,0,0,13,Matches
301,Giovanni Bonfanti,it ITA,DF,Atalanta,it Serie A,21-017,2003,0.2,3,4,75,52,3,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
302,Victor Boniface,ng NGA,FW,Leverkusen,de Bundesliga,23-042,2000,14.2,225,315,71.4,3242,647,123,161,76.4,13,21,61.9,7,3.6,2.9,3.4,20,12,11,0,29,Matches
303,Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,27-260,1996,1,72,82,87.8,1259,518,36,37,97.3,7,11,63.6,0,0,0,0,0,3,0,0,1,Matches
304,Kevin Bonifazi,it ITA,DF,Frosinone,it Serie A,27-260,1996,1,49,56,87.5,830,208,20,21,95.2,3,5,60,0,0,0,0,0,1,0,0,0,Matches
305,Leonardo Bonucci,it ITA,DF,Union Berlin,de Bundesliga,36-278,1987,5.1,190,248,76.6,4063,1911,51,58,87.9,31,67,46.3,0,0.3,0.1,-0.3,2,17,2,1,21,Matches
306,Ângelo Borges,br BRA,"FW,MF",Strasbourg,fr Ligue 1,19-044,2004,10.8,251,359,69.9,4143,1584,118,154,76.6,21,42,50,3,3.3,2.9,-0.3,23,26,22,9,49,Matches
307,Neto Borges,br BRA,DF,Clermont Foot,fr Ligue 1,27-143,1996,15,625,769,81.3,10158,3545,298,339,87.9,39,77,50.6,0,2,1.5,-2,12,32,8,5,40,Matches
308,Yvandro Borges Sanches,lu LUX,"MF,FW",M'Gladbach,de Bundesliga,19-255,2004,0.2,7,11,63.6,127,10,4,5,80,1,1,100,0,0,0,0,0,2,0,0,0,Matches
309,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,24-318,1999,7.2,342,391,87.5,6601,2379,112,121,92.6,32,57,56.1,0,0.1,0.1,-0.1,2,17,0,0,22,Matches
310,Rafael Borré,co COL,FW,Werder Bremen,de Bundesliga,28-141,1995,10.4,208,276,75.4,3198,655,127,154,82.5,12,18,66.7,0,1.8,1.9,-1.8,13,20,8,3,26,Matches
311,Gennaro Borrelli,it ITA,FW,Frosinone,it Serie A,23-330,2000,0.3,0,1,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
312,Adri Bosch,es ESP,DF,Granada,es La Liga,22-239,2001,0.3,11,14,78.6,211,61,6,7,85.7,3,5,60,0,0,0,0,0,2,0,0,1,Matches
313,Erik Botheim,no NOR,"FW,MF",Salernitana,it Serie A,24-024,2000,3.5,48,65,73.8,653,76,32,41,78,1,2,50,0,0,0.1,0,0,2,1,0,5,Matches
