Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,shortCmp,shortAtt,shortCmp%,longCmp,longAtt,longCmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2255,Anton Stach,de GER,MF,Hoffenheim,de Bundesliga,25-080,1998,14.2,562,705,79.7,9067,2703,290,331,87.6,44,81,54.3,0,1.8,1.2,-1.8,8,64,14,2,73,Matches
2256,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,25-080,1998,1.9,43,68,63.2,639,168,26,37,70.3,3,7,42.9,0,0.1,0.1,-0.1,2,7,1,0,8,Matches
2257,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,27-087,1996,17.8,528,706,74.8,8604,2783,265,342,77.5,30,49,61.2,1,1.1,1.2,-0.1,16,47,8,2,57,Matches
2258,Josip Stanišić,hr CRO,DF,Leverkusen,de Bundesliga,23-307,2000,5.8,450,495,90.9,6677,2213,272,286,95.1,26,35,74.3,0,0.4,0.7,-0.4,5,51,10,2,52,Matches
2259,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,28-247,1995,15.9,524,604,86.8,9761,3641,189,206,91.7,36,60,60,0,0.1,0.1,-0.1,1,24,0,0,26,Matches
2260,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,28-295,1995,9.4,369,472,78.2,7649,3494,107,132,81.1,51,96,53.1,0,0,0.1,0,0,20,2,0,22,Matches
2261,Jason Steele,eng ENG,GK,Brighton,eng Premier League,33-169,1990,13,436,524,83.2,9445,6426,143,144,99.3,85,167,50.9,0,0,0,0,0,3,0,0,0,Matches
2262,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,27-320,1996,9,520,604,86.1,10147,3003,212,232,91.4,84,105,80,3,2,1.7,1,10,51,18,6,66,Matches
2263,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,21-337,2002,0.5,31,36,86.1,349,145,26,28,92.9,0,1,0,0,0,0,0,0,1,1,0,2,Matches
2264,Raheem Sterling,eng ENG,"FW,MF",Chelsea,eng Premier League,29-057,1994,17.6,425,587,72.4,5457,1247,289,340,85,12,25,48,3,3.5,3.4,-0.5,22,19,32,6,60,Matches
2265,Trivante Stewart,jm JAM,"FW,MF",Salernitana,it Serie A,23-318,2000,1.1,18,27,66.7,266,20,12,13,92.3,1,2,50,0,0.1,0,-0.1,1,0,0,0,0,Matches
2266,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,22-305,2001,0.9,36,43,83.7,683,273,17,19,89.5,5,7,71.4,0,0,0.1,0,1,7,1,1,7,Matches
2267,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,22-305,2001,16.2,1101,1255,87.7,17677,5327,531,572,92.8,70,127,55.1,3,2.7,3.9,0.3,29,124,17,3,120,Matches
2268,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,30-160,1993,15.1,656,990,66.3,12307,4968,287,372,77.2,96,200,48,4,3.6,4.5,0.4,51,104,38,10,148,Matches
2269,Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,de Bundesliga,24-030,2000,1.7,10,21,47.6,176,45,3,8,37.5,0,0,,0,0,0,0,0,2,1,0,3,Matches
2270,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,29-251,1994,5.6,330,352,93.8,5465,1229,155,166,93.4,20,23,87,0,0.1,0.1,-0.1,3,14,0,0,16,Matches
2271,Thomas Strakosha,al ALB,GK,Brentford,eng Premier League,28-321,1995,1.5,52,71,73.2,1509,977,6,6,100,19,37,51.4,0,0,0,0,0,1,0,0,0,Matches
2272,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,23-362,2000,19.5,250,366,68.3,3133,499,179,234,76.5,11,13,84.6,1,1.2,1,-0.2,15,11,10,1,18,Matches
2273,Gabriel Strefezza,br BRA,FW,Lecce,it Serie A,26-291,1997,12.4,300,412,72.8,5197,1463,151,174,86.8,37,70,52.9,0,1.2,1.3,-1.2,20,34,20,7,54,Matches
2274,Kevin Strootman,nl NED,MF,Genoa,it Serie A,33-355,1990,8.8,329,409,80.4,5511,1717,157,184,85.3,27,48,56.3,2,1.2,1.2,0.8,16,30,5,3,36,Matches
2275,Cristhian Stuani,uy URU,FW,Girona,es La Liga,37-114,1986,7.1,70,98,71.4,851,108,47,61,77,2,4,50,2,1.3,0.2,0.7,8,0,0,0,3,Matches
2276,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,30-322,1993,16.2,705,820,86,12144,4917,350,380,92.1,60,98,61.2,0,0.1,0.3,-0.1,5,39,6,2,57,Matches
2277,Damián Suárez,uy URU,DF,Getafe,es La Liga,35-282,1988,14.4,436,638,68.3,7921,3538,221,256,86.3,56,135,41.5,2,0.8,1.1,1.2,17,50,13,8,58,Matches
2278,Denis Suárez,es ESP,"MF,FW",Villarreal,es La Liga,30-028,1994,1.5,79,94,84,1324,518,38,43,88.4,5,8,62.5,0,0.3,0.6,-0.3,3,11,2,1,13,Matches
2279,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,26-178,1997,15.6,700,897,78,11254,4375,351,401,87.5,44,88,50,2,2,2.7,0,23,51,34,7,76,Matches
2280,Isaac Success,ng NGA,FW,Udinese,it Serie A,28-027,1996,8.1,101,165,61.2,1481,369,58,89,65.2,9,18,50,1,1,0.5,0,9,14,4,0,13,Matches
2281,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,28-153,1995,9.4,755,815,92.6,14536,4586,261,275,94.9,72,92,78.3,0,0.1,0.4,-0.1,4,42,4,1,54,Matches
2282,Ibrahim Sulemana,gh GHA,MF,Cagliari,it Serie A,20-257,2003,9.5,246,307,80.1,4442,800,112,126,88.9,29,51,56.9,0,0.1,0.1,-0.1,3,19,2,2,20,Matches
2283,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,21-241,2002,12.9,244,333,73.3,4717,1150,91,109,83.5,40,71,56.3,2,1.8,1.3,0.2,13,24,10,1,38,Matches
2284,Suso,es ESP,"MF,FW",Sevilla,es La Liga,30-076,1993,12.1,508,667,76.2,8933,2822,268,300,89.3,69,121,57,3,3,3.9,0,32,49,33,12,87,Matches
2285,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,25-029,1999,14.6,418,594,70.4,6695,2265,207,257,80.5,30,76,39.5,3,1.6,1.7,1.4,22,47,12,1,67,Matches
2286,Mile Svilar,rs SRB,GK,Roma,it Serie A,24-160,1999,1,20,26,76.9,360,248,8,8,100,2,7,28.6,0,0,0,0,0,0,0,0,0,Matches
2287,Williot Swedberg,se SWE,"MF,FW",Celta Vigo,es La Liga,20-002,2004,1,20,30,66.7,313,83,7,12,58.3,1,1,100,0,0,0,0,0,0,0,0,1,Matches
2288,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,21-040,2002,11.6,571,672,85,10561,3627,219,242,90.5,56,95,58.9,0,0.3,0.1,-0.3,1,12,1,0,29,Matches
2289,Dembo Sylla,gn GUI,DF,Lorient,fr Ligue 1,21-085,2002,0.5,19,22,86.4,378,24,9,9,100,3,4,75,0,0,0,0,0,0,1,0,1,Matches
2290,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,30-033,1994,8,271,365,74.2,4921,2160,118,147,80.3,29,55,52.7,0,0.9,0.4,-0.9,6,11,4,2,21,Matches
2291,Mamadou Sylla,sn SEN,"FW,MF",Alavés,es La Liga,29-320,1994,0.2,3,7,42.9,64,6,1,4,25,1,1,100,0,0,0,0,0,2,0,0,1,Matches
2292,Attila Szalai,hu HUN,DF,Hoffenheim,de Bundesliga,26-014,1998,3.2,131,178,73.6,2249,1119,53,62,85.5,10,30,33.3,0,0.5,0.8,-0.5,2,10,2,1,13,Matches
2293,Attila Szalai,hu HUN,DF,Freiburg,de Bundesliga,26-014,1998,0.2,23,26,88.5,401,169,8,9,88.9,1,2,50,0,0,0,0,0,1,0,0,2,Matches
2294,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,33-291,1990,20,457,611,74.8,13596,9640,68,68,100,177,325,54.5,0,0,0,0,1,9,0,0,0,Matches
2295,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,23-101,2000,18.4,994,1194,83.2,15863,3946,533,589,90.5,77,130,59.2,2,4.2,3.8,-2.2,37,73,24,6,120,Matches
2296,Przemysław Szymiński,pl POL,MF,Frosinone,it Serie A,29-224,1994,0.1,1,2,50,9,10,1,1,100,0,1,0,0,0,0,0,0,0,0,0,0,Matches
2297,Alexander Sørloth,no NOR,FW,Villarreal,es La Liga,28-060,1995,14.9,191,258,74,2445,307,128,149,85.9,6,9,66.7,4,1.6,0.9,2.4,17,9,4,0,16,Matches
2298,Musa Al-Taamari,jo JOR,FW,Montpellier,fr Ligue 1,26-238,1997,14.1,254,359,70.8,3492,1048,154,191,80.6,11,19,57.9,1,2.5,1.3,-1.5,12,16,19,0,38,Matches
2299,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,31-156,1992,14.7,548,652,84,8533,2923,271,306,88.6,32,50,64,0,0.7,0.8,-0.7,11,44,11,2,50,Matches
2300,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,27-357,1996,15.5,1042,1107,94.1,16347,6719,529,542,97.6,38,50,76,0,0.1,0.3,-0.1,3,65,1,0,53,Matches
2301,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,25-253,1998,18,772,908,85,14609,5830,237,263,90.1,59,123,48,0,0.1,0.3,-0.1,3,59,4,0,71,Matches
2302,Adrien Tameze,cm CMR,"DF,MF",Torino,it Serie A,29-364,1994,14.7,679,785,86.5,11491,3265,282,305,92.5,37,60,61.7,2,1.1,0.9,0.9,8,43,6,2,53,Matches
2303,Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,28-190,1995,10.1,389,500,77.8,6986,2403,183,204,89.7,53,91,58.2,0,0.6,0.6,-0.6,5,46,5,1,48,Matches
2304,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,25-001,1999,13,1046,1130,92.6,17239,7601,519,543,95.6,66,90,73.3,0,0.8,0.8,-0.8,4,87,5,0,85,Matches
2305,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,28-138,1995,0.9,36,41,87.8,657,188,13,13,100,6,9,66.7,0,0,0,0,1,2,0,0,2,Matches
2306,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,21-259,2002,4.2,228,264,86.4,3715,1189,101,112,90.2,15,26,57.7,0,0.2,0.1,-0.2,3,31,2,0,31,Matches
2307,James Tarkowski,eng ENG,DF,Everton,eng Premier League,31-076,1992,22,634,855,74.2,13410,5747,216,262,82.4,105,199,52.8,1,1.1,1,-0.1,14,65,14,2,72,Matches
2308,César Tárrega,es ESP,DF,Valencia,es La Liga,21-342,2002,0.1,5,5,100,90,22,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
2309,Nuno Tavares,pt POR,DF,Nott'ham Forest,eng Premier League,24-008,2000,2.1,79,104,76,1205,406,44,49,89.8,5,11,45.5,0,0,0.1,0,0,6,2,0,11,Matches
2310,Marcus Tavernier,eng ENG,FW,Bournemouth,eng Premier League,24-318,1999,15,418,580,72.1,6778,2050,221,255,86.7,37,91,40.7,4,3.3,2.6,0.7,28,25,21,5,51,Matches
2311,Elayis Tavsan,nl NED,"MF,FW",Hellas Verona,it Serie A,22-279,2001,0.3,4,5,80,62,0,2,2,100,0,1,0,0,0,0,0,0,0,0,0,0,Matches
2312,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,30-138,1993,16,618,797,77.5,10726,3409,310,353,87.8,58,108,53.7,1,0.5,0.6,0.5,7,50,7,5,55,Matches
2313,Loum Tchaouna,fr FRA,"MF,FW",Salernitana,it Serie A,20-148,2003,9.5,208,336,61.9,3092,943,120,162,74.1,16,37,43.2,3,0.8,0.7,2.2,10,16,13,5,21,Matches
2314,Jackson Tchatchoua,be BEL,DF,Hellas Verona,it Serie A,22-142,2001,10.4,344,456,75.4,5554,2211,172,191,90.1,27,55,49.1,2,1.1,1.4,0.9,12,32,18,17,34,Matches
2315,Enzo Tchato,cm CMR,"DF,MF",Montpellier,fr Ligue 1,21-072,2002,3.6,100,137,73,1553,656,47,55,85.5,8,21,38.1,0,0,0.3,0,1,9,2,1,6,Matches
2316,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,es La Liga,24-007,2000,13,823,902,91.2,13669,4596,397,416,95.4,53,71,74.6,1,0.4,0.9,0.6,7,95,11,3,89,Matches
2317,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,18-282,2005,3.7,126,155,81.3,1901,298,76,85,89.4,7,10,70,2,0.3,0.9,1.7,2,7,5,1,9,Matches
2318,Nathan Tella,ng NGA,DF,Leverkusen,de Bundesliga,24-213,1999,1.8,81,99,81.8,1218,420,50,55,90.9,4,9,44.4,0,0.6,0.5,-0.6,2,6,7,2,11,Matches
2319,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,27-347,1996,4.5,103,143,72,2008,1018,42,48,87.5,11,24,45.8,0,0.1,0.1,-0.1,3,7,2,1,8,Matches
2320,Arnau Tenas,es ESP,GK,Paris S-G,fr Ligue 1,22-249,2001,2.9,88,105,83.8,1918,1016,26,26,100,15,32,46.9,0,0,0,0,0,0,0,0,0,Matches
2321,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,31-279,1992,13,395,430,91.9,9536,7003,86,86,100,105,133,78.9,0,0,0,0,0,3,0,0,1,Matches
2322,Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,20-360,2003,14.4,507,713,71.1,9215,4188,230,270,85.2,54,117,46.2,1,1,1.3,0,18,49,14,10,51,Matches
2323,Filippo Terracciano,it ITA,FW,Milan,it Serie A,20-360,2003,0,1,1,100,1,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
2324,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,33-332,1990,20,574,725,79.2,16042,11094,87,87,100,203,345,58.8,0,0.2,0,-0.2,2,7,2,0,0,Matches
2325,Ramón Terrats,es ESP,MF,Villarreal,es La Liga,23-108,2000,6.9,256,321,79.8,4110,978,137,154,89,14,33,42.4,1,0.8,0.7,0.2,4,17,5,1,27,Matches
2326,Martin Terrier,fr FRA,"FW,MF",Rennes,fr Ligue 1,26-336,1997,6.9,156,197,79.2,2408,469,85,107,79.4,11,11,100,1,0.8,0.8,0.2,6,15,7,0,27,Matches
2327,Kenny Tete,nl NED,DF,Fulham,eng Premier League,28-117,1995,7.4,308,388,79.4,4640,1738,185,210,88.1,20,34,58.8,0,0.1,0.3,-0.1,2,31,6,5,35,Matches
2328,Benjamin Tetteh,gh GHA,"FW,MF",Metz,fr Ligue 1,26-208,1997,2.8,47,73,64.4,604,142,23,34,67.6,0,1,0,0,0.1,0.2,-0.1,2,7,0,0,6,Matches
2329,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,30-126,1993,14.6,761,966,78.8,13125,3756,342,399,85.7,82,152,53.9,2,2.9,3,-0.9,24,81,23,4,96,Matches
2330,Florian Thauvin,fr FRA,FW,Udinese,it Serie A,31-008,1993,10.5,210,290,72.4,3328,1077,110,132,83.3,19,36,52.8,1,2.3,2.6,-1.3,18,22,18,9,38,Matches
2331,Arthur Theate,be BEL,DF,Rennes,fr Ligue 1,23-254,2000,15.4,919,1026,89.6,17671,6632,309,327,94.5,94,138,68.1,0,0.3,0.5,-0.3,3,69,2,1,78,Matches
2332,Norman Theuerkauf,de GER,"MF,DF",Heidenheim,de Bundesliga,37-010,1987,8.6,211,280,75.4,4258,1569,80,96,83.3,35,52,67.3,1,0.3,0.4,0.7,5,13,2,0,26,Matches
2333,Malick Thiaw,de GER,DF,Milan,it Serie A,22-179,2001,10.3,633,693,91.3,12035,3797,201,217,92.6,43,65,66.2,0,0.1,0.2,-0.1,2,36,2,0,44,Matches
2334,Jan Thielmann,de GER,"FW,MF",Köln,de Bundesliga,21-253,2002,7.8,145,220,65.9,2348,619,73,102,71.6,12,23,52.2,0,0.5,0.5,-0.5,6,10,5,2,31,Matches
2335,Denis Thomalla,de GER,"MF,FW",Heidenheim,de Bundesliga,31-171,1992,3.9,125,162,77.2,2206,618,56,73,76.7,16,18,88.9,0,0.3,0.7,-0.3,3,9,3,0,19,Matches
2336,Luke Thomas,eng ENG,DF,Sheffield Utd,eng Premier League,22-238,2001,10.2,234,319,73.4,3866,1408,115,133,86.5,19,44,43.2,0,0.1,0.2,-0.1,2,23,5,2,33,Matches
2337,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,30-055,1993,10.2,367,511,71.8,5455,1287,187,235,79.6,15,37,40.5,0,1.8,2.2,-1.8,18,31,9,1,46,Matches
2338,Morten Thorsby,no NOR,MF,Genoa,it Serie A,27-274,1996,7.6,119,194,61.3,1628,520,62,96,64.6,4,10,40,1,0.8,0.5,0.2,4,15,4,1,23,Matches
2339,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,24-327,1999,13.1,355,468,75.9,5479,1797,208,243,85.6,25,40,62.5,0,1,0.6,-1,20,48,5,1,71,Matches
2340,Khéphren Thuram,fr FRA,MF,Nice,fr Ligue 1,22-314,2001,10.8,449,512,87.7,6742,1430,247,268,92.2,16,27,59.3,0,1.8,1.2,-1.8,15,34,12,2,49,Matches
2341,Marcus Thuram,fr FRA,FW,Inter,it Serie A,26-181,1997,17.8,296,404,73.3,3495,715,209,262,79.8,11,17,64.7,7,1.8,2.1,5.2,16,14,13,3,32,Matches
2342,Cheikh Tidiane Sabaly,sn SEN,"FW,MF",Metz,fr Ligue 1,24-336,1999,12.3,223,285,78.2,3549,781,103,128,80.5,13,16,81.3,0,0.8,0.6,-0.8,5,18,2,0,25,Matches
2343,Youri Tielemans,be BEL,"MF,FW",Aston Villa,eng Premier League,26-272,1997,7.3,325,401,81,5162,1713,177,196,90.3,19,29,65.5,3,1.2,1.2,1.8,6,36,15,1,64,Matches
2344,Kieran Tierney,sct SCO,DF,Real Sociedad,es La Liga,26-243,1997,8.7,417,548,76.1,7323,2900,173,200,86.5,35,88,39.8,1,0.3,0.5,0.7,3,42,5,2,38,Matches
2345,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,26-209,1997,14.2,170,280,60.7,2309,532,105,151,69.5,6,14,42.9,2,1.2,1,0.8,15,12,4,0,19,Matches
2346,Steffen Tigges,de GER,"FW,MF",Köln,de Bundesliga,25-187,1998,4.4,57,100,57,788,171,30,53,56.6,1,3,33.3,0,0.4,0.2,-0.4,6,5,2,0,6,Matches
2347,Antonio Tikvić,hr CRO,DF,Udinese,it Serie A,19-288,2004,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
2348,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,22-231,2001,0.5,44,49,89.8,654,152,21,22,95.5,0,0,,0,0,0,0,0,9,0,0,7,Matches
2349,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,24-035,1999,14.6,1233,1358,90.8,20947,8576,584,599,97.5,85,152,55.9,1,0.8,0.4,0.2,5,68,3,0,80,Matches
2350,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,28-168,1995,11.2,306,424,72.2,5137,2158,146,169,86.4,33,76,43.4,3,1.3,1.1,1.7,17,30,9,9,26,Matches
2351,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,19-176,2004,3,106,116,91.4,1525,454,65,70,92.9,4,5,80,1,0.4,0.7,0.6,3,9,3,0,13,Matches
2352,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,29-184,1994,11.6,679,815,83.3,12109,3844,298,341,87.4,76,108,70.4,0,1.2,2.2,-1.2,18,84,14,4,95,Matches
2353,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,29-179,1994,17.9,621,803,77.3,10072,4035,320,347,92.2,44,108,40.7,5,1.4,1.7,3.6,17,41,15,6,60,Matches
2354,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,33-116,1990,4.8,216,262,82.4,3706,1277,98,106,92.5,14,31,45.2,0,0,0.1,0,1,18,1,0,19,Matches
2355,Raúl de Tomás,es ESP,FW,Rayo Vallecano,es La Liga,29-109,1994,9,132,176,75,2156,337,67,80,83.8,14,18,77.8,2,1.2,0.3,0.8,6,7,3,0,16,Matches
2356,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,de Bundesliga,21-232,2002,7.4,122,189,64.6,1748,320,72,94,76.6,8,16,50,0,0.6,0.8,-0.6,7,2,8,0,13,Matches
2357,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,25-090,1998,7,397,478,83.1,6216,1599,204,227,89.9,18,39,46.2,1,0.2,0.4,0.8,2,41,7,1,58,Matches
2358,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,34-311,1989,0.1,6,7,85.7,62,23,6,7,85.7,0,0,,0,0,0,0,0,0,0,0,0,Matches
2359,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,26-046,1997,15.4,1040,1143,91,18292,6334,417,447,93.3,68,102,66.7,0,0,0.1,0,1,28,0,0,52,Matches
2360,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,23-271,2000,4.9,241,280,86.1,3776,870,130,141,92.2,11,19,57.9,0,0.6,0.5,-0.6,7,16,4,2,19,Matches
2361,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,27-324,1996,2,33,60,55,455,186,21,35,60,3,5,60,0,0.2,0.4,-0.2,2,3,3,2,6,Matches
2362,Pablo Torre,es ESP,"MF,FW",Girona,es La Liga,20-306,2003,4.9,230,279,82.4,3713,1073,127,145,87.6,20,29,69,1,0.6,1.1,0.4,9,24,10,0,38,Matches
2363,Raúl Torrente,es ESP,DF,Granada,es La Liga,22-145,2001,11.5,509,641,79.4,10391,4083,169,183,92.3,63,145,43.4,0,0.4,0.2,-0.4,3,32,0,0,26,Matches
2364,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,23-339,2000,10.4,280,365,76.7,4121,901,166,200,83,23,30,76.7,2,2.2,1.5,-0.2,20,22,15,1,34,Matches
2365,Óliver Torres,es ESP,MF,Sevilla,es La Liga,29-085,1994,9.7,412,513,80.3,6187,1823,236,263,89.7,28,54,51.9,0,0.7,1.2,-0.7,11,49,11,6,58,Matches
2366,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,27-018,1997,16.9,987,1127,87.6,18675,5930,304,330,92.1,76,142,53.5,0,0.4,0.6,-0.4,7,103,10,1,95,Matches
2367,Lucas Torró,es ESP,MF,Osasuna,es La Liga,29-199,1994,12.3,376,493,76.3,6202,1685,180,222,81.1,26,42,61.9,0,0.4,0.3,-0.4,3,36,3,0,33,Matches
2368,Fabio Torsiello,it ITA,"FW,DF",Darmstadt 98,de Bundesliga,19-001,2005,0.3,5,5,100,96,27,3,3,100,1,1,100,0,0,0.1,0,0,1,1,1,1,Matches
2369,Ahmed Touba,dz ALG,DF,Lecce,it Serie A,25-328,1998,2.3,88,103,85.4,1497,374,33,36,91.7,6,8,75,0,0,0,0,0,4,0,0,2,Matches
2370,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,29-337,1994,14,591,697,84.8,10494,2963,219,259,84.6,49,64,76.6,0,0.6,0.4,-0.6,7,56,3,0,71,Matches
2371,Souleymane Touré,fr FRA,DF,Lorient,fr Ligue 1,20-312,2003,12,553,636,86.9,9231,3347,252,279,90.3,43,63,68.3,1,0.3,0.5,0.7,4,27,2,0,35,Matches
2372,Lucas Tousart,fr FRA,MF,Union Berlin,de Bundesliga,26-280,1997,5.4,143,190,75.3,2329,683,70,90,77.8,10,17,58.8,0,0.4,0.1,-0.4,3,14,0,0,17,Matches
2373,Andros Townsend,eng ENG,"MF,FW",Luton Town,eng Premier League,32-202,1991,7.8,157,228,68.9,2972,794,53,64,82.8,20,44,45.5,2,0.9,1.5,1.1,10,13,8,5,22,Matches
2374,James Trafford,eng ENG,GK,Burnley,eng Premier League,21-116,2002,22,799,1168,68.4,18608,12997,268,272,98.5,193,537,35.9,0,0,0,0,0,19,1,0,5,Matches
2375,Adama Traoré,es ESP,"FW,DF",Fulham,eng Premier League,28-009,1996,0.5,9,12,75,128,43,6,8,75,0,0,,0,0,0,0,0,0,1,1,2,Matches
2376,Bertrand Traoré,bf BFA,"DF,FW",Aston Villa,eng Premier League,28-150,1995,0.1,2,3,66.7,15,0,1,1,100,0,1,0,0,0,0,0,0,0,0,0,0,Matches
2377,Boubacar Traoré,ml MLI,MF,Wolves,eng Premier League,22-167,2001,4.3,179,214,83.6,2864,596,92,106,86.8,15,21,71.4,0,0.2,0.2,-0.2,3,22,5,2,12,Matches
2378,Chaka Traorè,ci CIV,FW,Milan,it Serie A,19-042,2004,0.2,9,11,81.8,121,19,5,5,100,0,1,0,0,0,0,0,0,0,0,0,0,Matches
2379,Hamari Traoré,ml MLI,DF,Real Sociedad,es La Liga,32-007,1992,16.4,769,960,80.1,14101,4554,313,359,87.2,94,144,65.3,2,1.1,1.8,0.9,20,72,18,7,89,Matches
2380,Ismaël Traoré,ci CIV,DF,Metz,fr Ligue 1,37-169,1986,15,419,473,88.6,8969,3661,93,102,91.2,60,87,69,0,0.2,0,-0.2,2,16,1,0,21,Matches
2381,Omar Traoré,de GER,DF,Heidenheim,de Bundesliga,25-364,1998,15.3,524,724,72.4,8868,3906,252,291,86.6,43,97,44.3,1,0.8,0.9,0.2,11,31,14,7,45,Matches
2382,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,33-210,1990,18,518,691,75,12099,7873,148,148,100,118,283,41.7,0,0,0,0,0,1,0,0,0,Matches
2383,Óscar Trejo,ar ARG,"FW,MF",Rayo Vallecano,es La Liga,35-283,1988,9.1,336,417,80.6,4620,1384,201,227,88.5,17,31,54.8,0,0.6,0.9,-0.6,13,41,13,0,75,Matches
2384,Mike Trésor,be BEL,"FW,MF",Burnley,eng Premier League,24-251,1999,4.5,117,174,67.2,1578,457,70,83,84.3,4,16,25,0,0.4,0.5,-0.4,7,5,2,0,10,Matches
2385,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,32-109,1991,2,80,97,82.5,1261,274,39,45,86.7,6,7,85.7,0,0,0.2,0,1,7,3,0,14,Matches
2386,Christopher Trimmel,at AUT,"DF,MF",Union Berlin,de Bundesliga,36-344,1987,10.4,369,546,67.6,6908,2901,163,193,84.5,57,134,42.5,1,0.9,1.9,0.1,23,41,15,8,49,Matches
2387,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,33-137,1990,19.5,1337,1721,77.7,24400,9345,577,642,89.9,154,305,50.5,8,6.7,6.4,1.3,58,98,45,16,135,Matches
2388,Leandro Trossard,be BEL,"FW,MF",Arsenal,eng Premier League,29-061,1994,8.3,238,343,69.4,3847,984,118,146,80.8,16,35,45.7,1,1.7,1.3,-0.7,13,13,16,4,42,Matches
2389,Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,22-075,2001,14.2,652,819,79.6,9601,3089,360,411,87.6,22,47,46.8,2,1.4,1.3,0.6,13,30,13,5,47,Matches
2390,Auston Trusty,us USA,DF,Sheffield Utd,eng Premier League,25-175,1998,15,336,466,72.1,5877,2308,139,164,84.8,24,57,42.1,0,0.4,0.3,-0.4,3,12,2,1,23,Matches
2391,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,27-267,1996,7.4,374,481,77.8,6402,1672,180,200,90,40,78,51.3,3,0.9,1.2,2.1,15,16,7,4,31,Matches
